isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments,ecb_number
2410733,1,1043540,1415.0,112.0,20191108,LBLVIO,02223,225,EAST 60 STREET,00104194,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO02223,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2402646,2,2017138,3304.0,65.0,20191001,RWNRF,00328,2675,VALENTINE AVENUE,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V100119RWNRF00328,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL,,,
2421608,4,4043249,1741.0,24.0,20191108,LBLVIO,13098,100-23,37 AVENUE,00060871,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO13098,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2333640,2,2023532,3716.0,32.0,20190216,BENCH,00344,1064,WARD AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V021619BENCH00344,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2401005,3,3114598,5026.0,85.0,20191001,RWNRF,00558,2100,BEEKMAN PLACE,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V*100119RWNRF00558,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL,20200507.0,MTA IS TAKING RESPONSIBILITY FOR THE    OWNERSHIP OF RW.,
2408744,1,1059318,1952.0,51.0,20191108,LBLVIO,00234,321,ST NICHOLAS AVENUE,00013871,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO00234,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2351439,3,3246127,8736.0,8736.0,20190520,JVCAT5,00372,149,DOVER STREET,3P11652,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019JVCAT500372,V*-DOB VIOLATION - DISMISSED,JVCAT5-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20190816.0,"CAT5   2016 FAILURE TO FILE,PENALTY PAID.",
2364013,B,3323302,392.0,1.0,20190430,FISPNRF,00947,417,BALTIC STREET,8C809169,FAILED TO FILE FISP CYCLE 8C TECHNICAL REPORT BY 02/21/2019,V*043019FISPNRF00947,V*-DOB VIOLATION - DISMISSED,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE),20190723.0,CAW    CYCLE 8 REPORT FILED & ACCEPTED,
2369798,3,3001138,190.0,19.0,20190709,AEUHAZ1,00295,422,PACIFIC STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*070919AEUHAZ100295,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190802.0,ECB DISMISSED,35416364H
2327845,3,3212071,7702.0,51.0,20190306,AEUHAZ1,00887,1620,MARINE PARKWAY,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*030619AEUHAZ100887,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190312.0,SKK    INVOICE # 62065673,35315021N
2361198,2,2092172,2985.0,57.0,20190503,BENCH,00326,1937,DALY AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050319BENCH00326,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190708.0,CONFIRMED SUBMISSION,
2421258,4,4171722,8274.0,146.0,20191108,LBLVIO,12748,54-27,LITTLE NECK PARKWAY,00052819,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO12748,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2352763,1,1041866,1393.0,1393.0,20190520,EVCAT5,01217,1018,MADISON AVENUE,1P21021,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT501217,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20191106.0,"EVCAT5 2015 CAT5, INSPECTION PROFORMED         11/12/15",
2361190,2,2009059,2879.0,45.0,20190503,BENCH,00318,1841,UNIVERSITY AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050319BENCH00318,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2380262,2,2003453,2524.0,64.0,20190802,BENCH,00640,951,OGDEN AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V080219BENCH00640,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2335147,1,1052162,1637.0,48.0,20190403,AEUHAZ1,00098,158,EAST 110 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V040319AEUHAZ100098,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35379621J
2354256,2,2015930,3261.0,3261.0,20190520,EVCAT5,02710,3111,HEATH AVENUE,2P802,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT502710,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2430299,3,3035257,1328.0,16.0,20191102,BENCH,00699,197,LINCOLN ROAD,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00699,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2358830,2,2084228,5804.0,1150.0,20190502,BENCH,01738,4499,MANHATTAN COLLEGE PARKWAY,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH01738,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190611.0,PD INV#62093986,
2429767,1,1024742,1018.0,7501.0,20191102,BENCH,00167,1567,BROADWAY,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00167,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2344199,3,3085946,3866.0,66.0,20190417,AEUHAZ1,00262,1749,LINDEN BOULEVARD,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*041719AEUHAZ100262,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191227.0,ECB DISMISSED,35374848L
2410577,1,1034810,1270.0,60.0,20191108,LBLVIO,02067,46,WEST 55 STREET,00094442,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO02067,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2410037,1,1031561,1203.0,23.0,20191108,LBLVIO,01527,25,WEST 89 ST,00071898,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO01527,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2338891,1,1086514,880.0,24.0,20190405,EVCAT1,02720,55,LEXINGTON AVENUE,1E20251,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT102720,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20191119.0,CAT1   DISMISSED. 2017 AOC FILED               TIMELY 12/04/17,
2415573,3,3107736,4828.0,7.0,20191108,LBLVIO,07063,1279,NOSTRAND AVENUE,00061362,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO07063,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2348943,M,1087724,798.0,7505.0,20190131,FISPNRF,00241,125,WEST 22 STREET,8B813983,FAILED TO FILE FISP CYCLE 8B TECHNICAL REPORT BY 02/21/2018,V013119FISPNRF00241,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE),,,
2388561,2,2072463,5259.0,16.0,20190906,ACC1,04190,3410,DE REIMER AV,2P3873,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC104190,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20200604.0,CAT1   FAILED TO FILE 2017 AOC                 PENALTY PAID #62182613,
2387985,2,2003099,2506.0,121.0,20190906,ACC1,03614,80,W 170 ST,2P1696,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC103614,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2320580,1,1035369,1279.0,9.0,20190115,FISP,HAZ87740,7,EAST 44 STREET,00804291,,V011519FISPHAZ87740,V-DOB VIOLATION - ACTIVE,FISP-FACADE SAFETY PROGRAM,,,
2434495,1,1028626,1124.0,62.0,20191226,AEUHAZ1,00058,58,WEST 72 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V122619AEUHAZ100058,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35445507Z
2344977,3,3245983,8732.0,10.0,20190411,C,1506MH,101,ORIENTAL BOULEVARD,,STOP ALL WORK IMMEDIATELY AND MAKE SITE SAFE,V041119C1506MH,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2419843,3,3039971,1491.0,55.0,20191108,LBLVIO,11333,829,HALSEY STREET,00816848,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO11333,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2340134,1,1000003,2.0,2.0,20190405,EVCAT1,03963,10,SOUTH STREET,1P48094,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT103963,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20191120.0,CAT1   FAILED TO FILE 2017 INSP/RPT            PENALTY PAID #62142036,
2333925,4,4436707,291.0,15.0,20190216,BENCH,00629,49-01,30 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V021619BENCH00629,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2394973,1,1018063,879.0,81.0,20190906,ACC1,10602,315,PARK AVENUE SOUTH,1P4266,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC110602,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191022.0,CAT1   FAILED TO FILE 2017 CAT1 AOC            #62133409,
2320776,1,1090562,77.0,15.0,20190123,AEUHAZ1,00150,130,WILLIAM STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*012319AEUHAZ100150,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190205.0,SKK    INVOICE # 62054282,35367332P
2386940,1,1036506,1310.0,7.0,20190906,ACC1,02569,113,E 55 ST,1P31691,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC102569,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191203.0,"ACC1   2017 AOC FAILURE TO FILE,PENALTY PAID.",
2318613,3,3129895,5471.0,146.0,20190109,AEUHAZ1,00815,5222,16 AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V010919AEUHAZ100815,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35311082Z
2353119,1,1038912,1340.0,1340.0,20190520,EVCAT5,01573,326,EAST 48 STREET,1P33108,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT501573,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2340363,1,1001346,97.0,49.0,20190405,EVCAT1,04192,233,WATER STREET,1W6992,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT104192,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2382279,1,1015969,839.0,37.0,20190903,LL2604S,NRF00148,1,WEST 37 STREET,,"FAILED TO FILE FINAL SPRINKLER REPORT BY JULY 1, 2019",V090319LL2604SNRF00148,V-DOB VIOLATION - ACTIVE,LL2604S-SPRINKLER,,,
2390278,3,3336793,632.0,4.0,20190906,ACC1,05907,78,18 STREET,3F1104,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC105907,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20190911.0,"CIAMDD DISMISSED,2017 CAT1 AOC PERFORMED 4/9/18 & 4/25/18.",
2395881,1,1083946,1696.0,1.0,20190906,ACH1,00095,410,E. 105 ST,1P20702,VIO ISSUED TO NYCHA ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST,V*090619ACH100095,V*-DOB VIOLATION - DISMISSED,ACH1-(NYCHA) - ELEVATOR AFFIRMATION OF CORRECTION,20200107.0,_DG    PERFORMED AOC ON 07/05/2017 FOR 2017,
2351810,4,4113548,5019.0,5019.0,20190520,EVCAT5,00263,136-02,ROOSEVELT AVENUE,4P2945,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT500263,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2357923,1,1089085,1807.0,15.0,20190502,BENCH,00831,433,EAST 119 STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050219BENCH00831,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2413608,2,2094850,3732.0,49.0,20191108,LBLVIO,05098,1890,WATSON AVE,00110560,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05098,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2351664,4,4616642,839.0,839.0,20190520,EVCAT5,00117,27-04,HOYT AVENUE SOUTH,4P11973,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT500117,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2384425,1,1000819,24.0,29.0,20190906,ACC1,00054,30,BROAD ST,1P19518,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC100054,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191218.0,CAT1   DISMISSED. 2017 AOC FILED               TIMELY 02/09/18,
2387326,1,1046293,1486.0,1.0,20190906,ACC1,02955,1394,YORK AVE,1P48470,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC102955,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2411833,1,1059366,1953.0,64.0,20191108,LBLVIO,03323,169,MORNINGSIDE AVENUE,00911494,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO03323,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2395900,1,1077507,362.0,1.0,20190906,ACH1,00114,108,AVENUE D,1P22151,VIO ISSUED TO NYCHA ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST,V*090619ACH100114,V*-DOB VIOLATION - DISMISSED,ACH1-(NYCHA) - ELEVATOR AFFIRMATION OF CORRECTION,20200319.0,_DG    PERFORMED AOC ON 12/06/2018 FOR 2017,
2420242,3,3209736,7650.0,80.0,20191108,LBLVIO,11732,2142,NEW YORK AVENUE,00827735,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO11732,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2395372,1,1064510,2203.0,5.0,20190906,ACC1,11001,3863,10TH AVE,1P36055,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC111001,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2434854,3,3054315,1888.0,22.0,20191226,AEUHAZ1,00417,113,CLINTON AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V122619AEUHAZ100417,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35452536N
2391492,2,2103494,3834.0,70.0,20190906,ACC1,07121,2351,WATERBURY AVENUE,2P10403,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC107121,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191010.0,_DG    PERFORMED AOC ON 09/10/2019,
2372786,3,3396126,1427.0,20.0,20190724,AEUHAZ1,00590,800,EMPIRE BOULEVARD,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*072419AEUHAZ100590,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200124.0,ECB DISMISSED,35420226L
2385340,1,1015198,809.0,7501.0,20190906,ACC1,00969,135,WEST 33 STREET,1P24650,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100969,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2401452,4,4122969,5435.0,18.0,20191001,RWNRF,01005,45-55,156 STREET,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V100119RWNRF01005,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL,,,
2327641,3,3072021,3160.0,46.0,20190306,AEUHAZ1,00683,15,JEFFERSON STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*030619AEUHAZ100683,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190424.0,MZX    62079944,35355538M
2353867,2,2009520,2908.0,2908.0,20190520,EVCAT5,02321,4130,PARK AVENUE,2F831,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT502321,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20200122.0,CAT 5  VIOL DISMISSED ISSUED IN ERROR.,
2330486,3,3024625,1064.0,18.0,20190318,EARCX,00154,39,PLAZA ST WEST,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 - MULTIPLE YEARS (2018),V031819EARCX00154,V-DOB VIOLATION - ACTIVE,EARCX-FAILURE TO SUBMIT EER,,,
2361031,1,1059836,1992.0,13.0,20190503,BENCH,00159,3041,BROADWAY,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050319BENCH00159,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190708.0,CONFIRMED SUBMISSION,
2384955,1,1008810,546.0,10.0,20190906,ACC1,00584,18,WASHINGTON PLACE,1S1299,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100584,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2385499,1,1015580,825.0,24.0,20190906,ACC1,01128,27,W 23 ST,1P26352,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC101128,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2339119,3,3330934,5767.0,28.0,20190405,EVCAT1,02948,1270,67 STREET,3P10859,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT102948,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2398436,4,4448972,15505.0,1.0,20190919,AEUHAZ1,00727,13-11,VIRGINIA STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*091919AEUHAZ100727,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191115.0,ECB DOWNGRADED TO CLASS 2 OR 3,35407388H
2430481,3,3098936,4525.0,29.0,20191102,BENCH,00881,1014,STANLEY AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*110219BENCH00881,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20200306.0,PD INV# 62172173,
2377666,2,2061464,4752.0,52.0,20190822,AEUHAZ1,00236,3233,WICKHAM AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*082219AEUHAZ100236,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191227.0,ECB DISMISSED,35421718M
2380694,2,2085481,5880.0,686.0,20190802,BENCH,00932,6010,RIVERDALE AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V080219BENCH00932,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2430038,2,2006402,2761.0,193.0,20191102,BENCH,00438,1345,SENECA AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00438,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2381206,3,3116542,5080.0,68.0,20190802,BENCH,01344,510,OCEAN AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*080219BENCH01344,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190919.0,PD INV#62124433,
2413670,2,2113304,5453.0,138.0,20191108,LBLVIO,05160,2909,SCHURZ AVENUE,00113540,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO05160,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2413303,2,2067546,4981.0,74.0,20191108,LBLVIO,04793,4041,BAYCHESTER AVENUE,00093106,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO04793,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2393755,1,1005290,409.0,20.0,20190906,ACC1,09384,91,LUDLOW STREET,1F133,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC109384,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2392742,1,1089796,998.0,16.0,20190906,ACC1,08371,135,WEST 45 STREET,1P46952,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC108371,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20190919.0,CAT 1  2017 AOC FILED,
2401660,5,5015940,618.0,319.0,20191001,RWNRF,01213,545,HOWARD AVENUE,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V100119RWNRF01213,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL,,,
2408662,1,1057380,1896.0,72.0,20191108,LBLVIO,00152,2951,BROADWAY,00007542,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO00152,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2418211,3,3221145,7899.0,7.0,20191108,LBLVIO,09701,5407,AVENUE O,00105598,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO09701,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2401017,3,3116108,5059.0,51.0,20191001,RWNRF,00570,97,CROOKE AVENUE,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V*100119RWNRF00570,V*-DOB VIOLATION - DISMISSED,RWNRF-RETAINING WALL,20200511.0,MTA IS TAKING RESPONSIBILITY FOR OWNER- SHIP OF RW',
2378208,5,5005426,202.0,4.0,20190822,AEUHAZ1,00778,123,DONGAN STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V082219AEUHAZ100778,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35422540Z
2408681,1,1061739,2071.0,39.0,20191108,LBLVIO,00171,508,WEST 140 STREET,00008592,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO00171,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
