,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
32067,Female,Loyal Customer,58,Personal Travel,Eco,406,1,2,5,4,5,4,4,5,5,5,5,3,5,4,10,0.0,neutral or dissatisfied
32068,Male,Loyal Customer,18,Personal Travel,Eco,546,1,4,1,3,5,1,5,5,2,2,3,3,4,5,44,16.0,neutral or dissatisfied
32069,Male,Loyal Customer,41,Business travel,Business,3455,2,2,2,2,4,4,5,5,5,5,5,4,5,5,18,7.0,satisfied
32070,Female,Loyal Customer,44,Business travel,Business,3464,5,5,4,5,2,5,4,5,5,5,5,4,5,3,8,0.0,satisfied
32071,Female,Loyal Customer,28,Personal Travel,Eco,319,1,5,2,1,4,2,4,4,1,1,5,5,4,4,0,0.0,neutral or dissatisfied
32072,Female,Loyal Customer,33,Personal Travel,Eco,852,5,4,5,3,3,5,3,3,4,2,4,4,4,3,0,0.0,satisfied
32073,Female,Loyal Customer,38,Personal Travel,Eco Plus,1592,1,5,0,3,4,0,4,4,3,5,4,5,5,4,26,21.0,neutral or dissatisfied
32074,Female,Loyal Customer,12,Personal Travel,Business,296,3,3,3,3,4,3,4,4,2,1,4,2,3,4,0,0.0,neutral or dissatisfied
32075,Male,Loyal Customer,56,Personal Travel,Eco Plus,2504,2,2,2,4,1,2,1,1,2,3,4,1,3,1,10,0.0,neutral or dissatisfied
32076,Female,Loyal Customer,22,Business travel,Business,3685,2,2,3,2,4,4,4,4,4,2,5,3,5,4,0,0.0,satisfied
32077,Male,disloyal Customer,22,Business travel,Eco,239,5,0,5,4,4,5,4,4,4,3,4,4,4,4,0,0.0,satisfied
32078,Male,Loyal Customer,39,Business travel,Business,1475,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0.0,satisfied
32079,Female,Loyal Customer,46,Personal Travel,Eco,852,4,1,4,2,5,2,2,4,4,4,4,3,4,1,0,0.0,satisfied
32080,Male,Loyal Customer,12,Business travel,Business,2807,3,3,3,3,4,4,4,4,4,3,5,4,4,4,0,0.0,satisfied
32081,Female,Loyal Customer,50,Business travel,Business,1337,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
32082,Female,Loyal Customer,45,Business travel,Business,1014,2,2,2,2,5,2,2,5,5,5,5,1,5,1,16,25.0,satisfied
32083,Female,Loyal Customer,44,Business travel,Eco,441,3,1,1,1,5,2,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
32084,Male,Loyal Customer,23,Business travel,Business,1564,2,3,3,3,2,2,2,2,4,4,4,4,3,2,19,7.0,neutral or dissatisfied
32085,Male,Loyal Customer,37,Personal Travel,Eco Plus,1590,2,1,2,2,1,2,1,1,2,4,3,4,3,1,12,20.0,neutral or dissatisfied
32086,Female,Loyal Customer,58,Personal Travel,Eco,190,2,5,2,3,5,5,5,3,3,2,3,4,3,5,13,9.0,neutral or dissatisfied
32087,Female,disloyal Customer,45,Business travel,Business,626,3,3,3,1,1,3,1,1,3,5,5,3,4,1,0,0.0,neutral or dissatisfied
32088,Female,Loyal Customer,32,Business travel,Business,1994,3,3,3,3,5,5,5,5,4,2,5,3,4,5,0,0.0,satisfied
32089,Female,Loyal Customer,51,Business travel,Business,2475,4,4,4,4,5,3,5,4,4,5,4,4,4,5,14,0.0,satisfied
32090,Female,Loyal Customer,19,Business travel,Business,3945,4,1,1,1,4,4,4,4,2,4,4,3,4,4,7,5.0,neutral or dissatisfied
32091,Female,disloyal Customer,35,Business travel,Business,867,2,1,1,1,3,1,3,3,3,2,1,3,2,3,6,17.0,neutral or dissatisfied
32092,Male,Loyal Customer,25,Business travel,Business,551,3,3,2,3,4,4,4,4,5,1,4,2,4,4,0,0.0,satisfied
32093,Male,Loyal Customer,22,Business travel,Business,404,5,5,5,5,3,4,3,3,3,5,4,4,5,3,1,0.0,satisfied
32094,Female,Loyal Customer,19,Personal Travel,Eco,1371,3,5,3,3,2,3,2,2,5,5,5,4,5,2,0,0.0,neutral or dissatisfied
32095,Male,Loyal Customer,64,Personal Travel,Eco,825,3,4,3,1,4,3,5,4,4,5,4,5,4,4,0,0.0,neutral or dissatisfied
32096,Male,disloyal Customer,36,Business travel,Eco Plus,598,3,3,3,3,3,3,3,3,3,5,4,3,3,3,2,0.0,neutral or dissatisfied
32097,Female,Loyal Customer,50,Business travel,Business,3493,3,3,3,3,4,5,5,3,3,3,3,5,3,5,70,101.0,satisfied
32098,Male,Loyal Customer,59,Business travel,Business,2000,4,4,4,4,4,5,4,5,5,5,5,5,5,5,24,7.0,satisfied
32099,Male,disloyal Customer,25,Business travel,Eco,383,1,2,1,3,3,1,3,3,3,4,3,4,4,3,6,1.0,neutral or dissatisfied
32100,Male,Loyal Customer,47,Business travel,Business,280,5,5,5,5,3,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
32101,Female,Loyal Customer,20,Personal Travel,Eco Plus,746,1,4,1,4,5,1,5,5,4,5,3,3,3,5,14,7.0,neutral or dissatisfied
32102,Male,Loyal Customer,50,Personal Travel,Eco,1276,4,4,3,3,5,3,5,5,3,4,3,3,4,5,3,0.0,neutral or dissatisfied
32103,Female,Loyal Customer,42,Business travel,Eco,409,3,4,4,4,4,2,2,3,3,3,3,1,3,1,0,0.0,neutral or dissatisfied
32104,Male,disloyal Customer,23,Business travel,Eco,296,0,2,0,3,3,0,3,3,5,2,1,4,3,3,0,0.0,satisfied
32105,Male,Loyal Customer,35,Business travel,Business,1242,4,4,1,4,5,5,5,5,5,5,5,3,5,3,0,1.0,satisfied
32106,Male,Loyal Customer,36,Business travel,Business,1444,4,4,4,4,3,4,4,2,2,2,2,5,2,5,0,0.0,satisfied
32107,Female,Loyal Customer,56,Personal Travel,Eco,641,3,2,3,2,4,2,3,4,4,3,4,1,4,4,0,0.0,neutral or dissatisfied
32108,Male,disloyal Customer,39,Business travel,Business,1235,2,2,2,1,1,2,3,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
32109,Male,Loyal Customer,41,Business travel,Business,1560,5,5,5,5,5,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
32110,Female,Loyal Customer,8,Personal Travel,Eco,1249,2,5,2,2,2,2,2,2,3,5,4,3,5,2,0,0.0,neutral or dissatisfied
32111,Female,Loyal Customer,45,Personal Travel,Eco,328,3,0,3,3,3,5,5,1,1,3,1,5,1,4,0,0.0,neutral or dissatisfied
32112,Male,Loyal Customer,40,Business travel,Business,391,4,4,4,4,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
32113,Male,Loyal Customer,38,Business travel,Business,2163,3,2,4,2,3,4,4,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
32114,Female,Loyal Customer,46,Business travel,Business,680,3,3,3,3,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
32115,Female,disloyal Customer,26,Business travel,Eco,834,1,0,0,3,1,0,1,1,4,5,2,1,2,1,0,0.0,neutral or dissatisfied
32116,Female,Loyal Customer,54,Business travel,Eco Plus,2677,1,3,5,5,1,1,1,4,4,2,3,1,1,1,0,15.0,neutral or dissatisfied
32117,Female,Loyal Customer,63,Business travel,Eco,478,2,5,5,5,2,4,3,1,1,2,1,4,1,1,0,9.0,neutral or dissatisfied
32118,Male,Loyal Customer,42,Business travel,Business,3445,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,8.0,neutral or dissatisfied
32119,Male,Loyal Customer,26,Business travel,Business,2631,3,3,3,3,4,4,4,4,1,2,3,3,4,4,2,0.0,satisfied
32120,Male,Loyal Customer,43,Business travel,Eco,489,2,2,2,2,2,2,2,2,3,5,3,5,3,2,36,32.0,satisfied
32121,Female,Loyal Customer,25,Business travel,Business,1597,4,3,3,3,4,3,4,4,1,5,3,2,4,4,23,23.0,neutral or dissatisfied
32122,Male,Loyal Customer,48,Personal Travel,Eco,986,2,4,2,1,5,2,5,5,4,3,5,4,4,5,42,42.0,neutral or dissatisfied
32123,Female,disloyal Customer,39,Business travel,Business,1440,5,5,5,2,1,5,3,1,5,2,4,4,5,1,0,0.0,satisfied
32124,Female,Loyal Customer,49,Business travel,Eco,2253,4,2,2,2,4,4,4,4,3,3,2,4,3,4,220,202.0,satisfied
32125,Male,disloyal Customer,25,Business travel,Business,929,1,4,1,3,2,1,2,2,4,5,4,1,4,2,5,0.0,neutral or dissatisfied
32126,Male,Loyal Customer,44,Business travel,Business,1810,5,5,5,5,5,3,4,2,2,2,2,4,2,3,0,0.0,satisfied
32127,Female,Loyal Customer,54,Personal Travel,Eco Plus,409,1,5,1,1,4,5,5,1,1,1,3,3,1,3,75,73.0,neutral or dissatisfied
32128,Male,Loyal Customer,37,Business travel,Business,347,5,5,5,5,2,2,2,5,5,5,5,3,5,1,0,0.0,satisfied
32129,Male,Loyal Customer,44,Business travel,Eco Plus,101,5,1,1,1,5,5,5,5,2,2,2,3,2,5,0,0.0,satisfied
32130,Female,disloyal Customer,25,Business travel,Eco,1069,2,2,2,1,2,2,1,2,3,3,3,4,4,2,92,57.0,neutral or dissatisfied
32131,Female,Loyal Customer,41,Business travel,Business,483,4,5,5,5,1,4,4,4,4,4,4,3,4,3,0,22.0,neutral or dissatisfied
32132,Male,Loyal Customer,53,Business travel,Business,1416,4,5,5,5,1,4,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
32133,Female,Loyal Customer,56,Business travel,Business,3391,5,5,5,5,4,3,3,4,4,4,4,5,4,1,31,15.0,satisfied
32134,Male,Loyal Customer,57,Business travel,Business,1521,4,4,3,4,4,5,4,2,2,3,2,3,2,5,0,0.0,satisfied
32135,Female,Loyal Customer,31,Personal Travel,Eco,228,4,5,4,3,2,4,1,2,4,2,5,5,5,2,49,55.0,neutral or dissatisfied
32136,Female,Loyal Customer,56,Business travel,Eco,408,3,3,3,3,5,5,1,3,3,3,3,4,3,1,0,0.0,satisfied
32137,Male,Loyal Customer,33,Business travel,Eco,1027,5,1,1,1,5,4,5,5,4,4,3,3,4,5,0,8.0,neutral or dissatisfied
32138,Male,Loyal Customer,56,Business travel,Business,302,2,2,2,2,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
32139,Female,Loyal Customer,16,Personal Travel,Eco Plus,235,3,4,3,2,4,3,4,4,4,2,4,3,5,4,0,0.0,neutral or dissatisfied
32140,Male,disloyal Customer,25,Business travel,Business,696,4,5,4,2,1,4,1,1,5,2,5,4,5,1,15,10.0,neutral or dissatisfied
32141,Female,Loyal Customer,70,Personal Travel,Eco,972,2,4,2,1,5,5,4,3,3,2,3,4,3,4,0,0.0,neutral or dissatisfied
32142,Female,Loyal Customer,52,Business travel,Business,3252,2,2,2,2,3,4,4,3,3,3,3,3,3,4,0,0.0,satisfied
32143,Male,Loyal Customer,50,Business travel,Business,235,4,2,2,2,5,3,3,4,4,4,4,1,4,1,0,0.0,neutral or dissatisfied
32144,Male,Loyal Customer,49,Business travel,Business,862,1,1,1,1,5,5,4,5,5,5,5,4,5,4,0,0.0,satisfied
32145,Female,Loyal Customer,38,Personal Travel,Eco,416,2,2,2,3,3,2,3,3,1,2,3,2,3,3,26,15.0,neutral or dissatisfied
32146,Female,Loyal Customer,69,Business travel,Business,1727,1,1,1,1,5,4,5,4,4,4,4,5,4,4,0,4.0,satisfied
32147,Male,Loyal Customer,45,Business travel,Business,354,4,4,2,4,2,4,5,5,5,5,5,5,5,4,0,9.0,satisfied
32148,Male,Loyal Customer,60,Business travel,Business,2919,5,5,5,5,4,2,2,4,4,4,4,5,4,5,0,1.0,satisfied
32149,Male,disloyal Customer,27,Business travel,Business,1390,4,4,4,3,5,4,5,5,5,2,4,5,5,5,12,0.0,satisfied
32150,Male,Loyal Customer,53,Personal Travel,Eco,627,1,4,2,2,5,2,5,5,4,5,4,4,5,5,33,32.0,neutral or dissatisfied
32151,Female,Loyal Customer,33,Business travel,Business,187,3,1,1,1,3,4,4,1,1,1,3,4,1,4,25,13.0,neutral or dissatisfied
32152,Female,disloyal Customer,37,Business travel,Business,1389,3,3,3,4,5,3,5,5,5,5,5,5,4,5,21,26.0,neutral or dissatisfied
32153,Male,disloyal Customer,40,Business travel,Business,259,2,2,2,4,2,2,2,2,4,5,5,4,4,2,1,0.0,neutral or dissatisfied
32154,Female,disloyal Customer,24,Business travel,Business,407,4,0,5,2,2,5,2,2,5,3,4,3,5,2,29,22.0,satisfied
32155,Female,Loyal Customer,33,Personal Travel,Eco,239,3,4,3,1,2,3,2,2,3,2,4,4,5,2,1,0.0,neutral or dissatisfied
32156,Male,disloyal Customer,38,Business travel,Business,148,3,2,2,3,2,2,2,2,3,4,5,3,5,2,20,13.0,neutral or dissatisfied
32157,Male,Loyal Customer,56,Personal Travel,Eco,853,4,4,4,3,5,4,5,5,4,4,4,3,5,5,1,0.0,satisfied
32158,Female,Loyal Customer,65,Personal Travel,Eco,632,1,3,1,3,5,3,3,1,1,1,1,4,1,1,0,0.0,neutral or dissatisfied
32159,Male,Loyal Customer,39,Business travel,Business,1704,3,4,4,4,1,3,2,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
32160,Female,Loyal Customer,11,Personal Travel,Eco,353,2,5,2,2,4,2,2,4,5,4,3,4,2,4,20,88.0,neutral or dissatisfied
32161,Male,Loyal Customer,35,Business travel,Eco,468,3,1,1,1,3,2,3,3,2,4,3,3,4,3,12,8.0,neutral or dissatisfied
32162,Female,Loyal Customer,21,Personal Travel,Eco,531,2,1,2,2,5,2,5,5,4,2,3,4,3,5,0,0.0,neutral or dissatisfied
32163,Female,disloyal Customer,36,Business travel,Eco,787,1,1,1,4,2,1,2,2,1,2,4,4,2,2,60,51.0,neutral or dissatisfied
32164,Male,Loyal Customer,8,Personal Travel,Eco Plus,197,1,5,1,5,5,1,5,5,5,1,2,1,1,5,0,0.0,neutral or dissatisfied
32165,Female,Loyal Customer,9,Personal Travel,Eco,2586,1,3,1,2,1,1,1,1,1,3,2,3,3,1,0,0.0,neutral or dissatisfied
32166,Male,Loyal Customer,23,Business travel,Business,1521,3,2,2,2,3,3,3,3,2,2,4,4,3,3,0,0.0,neutral or dissatisfied
32167,Female,disloyal Customer,22,Business travel,Business,370,5,5,5,3,4,5,3,4,4,2,4,3,4,4,0,0.0,satisfied
32168,Male,Loyal Customer,48,Business travel,Eco,101,5,4,4,4,3,5,3,3,3,1,2,2,1,3,0,0.0,satisfied
32169,Female,Loyal Customer,49,Personal Travel,Eco,95,2,3,2,1,3,1,2,1,1,2,1,1,1,2,0,6.0,neutral or dissatisfied
32170,Female,Loyal Customer,68,Personal Travel,Eco,937,2,2,2,3,3,3,3,2,2,2,3,4,2,3,0,0.0,neutral or dissatisfied
32171,Male,Loyal Customer,55,Personal Travel,Eco,1340,0,4,1,4,4,1,4,4,1,2,4,2,4,4,0,0.0,satisfied
32172,Male,Loyal Customer,39,Personal Travel,Eco,829,4,5,4,3,5,4,5,5,5,5,4,4,5,5,6,0.0,neutral or dissatisfied
32173,Male,Loyal Customer,39,Business travel,Eco Plus,290,3,1,2,2,3,3,3,3,2,4,3,3,3,3,0,0.0,neutral or dissatisfied
32174,Male,disloyal Customer,19,Business travel,Eco,480,3,1,3,4,5,3,5,5,2,5,4,3,3,5,0,4.0,neutral or dissatisfied
32175,Male,disloyal Customer,25,Business travel,Eco,1112,2,3,3,4,3,3,3,3,5,5,5,3,5,3,0,1.0,neutral or dissatisfied
32176,Male,Loyal Customer,41,Personal Travel,Eco,73,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0,0.0,neutral or dissatisfied
32177,Male,disloyal Customer,34,Business travel,Business,473,4,4,4,1,3,4,3,3,5,4,3,1,5,3,0,0.0,neutral or dissatisfied
32178,Female,Loyal Customer,62,Personal Travel,Eco,293,3,1,3,4,1,3,3,1,1,3,1,2,1,2,0,0.0,neutral or dissatisfied
32179,Male,disloyal Customer,41,Business travel,Business,361,3,3,3,5,3,2,3,1,2,4,4,3,2,3,178,167.0,neutral or dissatisfied
32180,Male,Loyal Customer,50,Business travel,Business,737,3,3,3,3,4,4,4,5,5,4,5,3,5,4,4,13.0,satisfied
32181,Female,Loyal Customer,60,Business travel,Business,409,1,5,5,5,1,3,4,1,1,1,1,1,1,1,6,0.0,neutral or dissatisfied
32182,Male,disloyal Customer,10,Business travel,Eco,594,1,2,1,3,5,1,5,5,2,5,4,2,3,5,21,12.0,neutral or dissatisfied
32183,Male,Loyal Customer,46,Personal Travel,Eco Plus,370,2,2,2,4,2,2,2,2,3,1,4,1,4,2,60,47.0,neutral or dissatisfied
32184,Male,Loyal Customer,50,Business travel,Business,2577,1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
32185,Female,Loyal Customer,37,Business travel,Eco,102,4,3,3,3,4,5,4,4,1,5,3,2,5,4,6,5.0,satisfied
32186,Male,Loyal Customer,41,Business travel,Business,184,3,4,3,3,3,4,3,5,5,5,4,2,5,4,0,0.0,satisfied
32187,Male,Loyal Customer,60,Business travel,Eco Plus,157,2,3,3,3,2,2,2,2,3,3,2,2,4,2,0,0.0,satisfied
32188,Female,Loyal Customer,18,Personal Travel,Eco,264,4,2,4,3,2,4,2,2,1,5,3,4,3,2,1,3.0,neutral or dissatisfied
32189,Male,disloyal Customer,36,Business travel,Business,1535,4,4,4,1,5,4,2,5,5,4,4,4,5,5,0,0.0,neutral or dissatisfied
32190,Male,disloyal Customer,40,Business travel,Business,174,4,4,4,4,2,4,2,2,3,5,4,2,3,2,6,0.0,neutral or dissatisfied
32191,Male,disloyal Customer,20,Business travel,Eco,1367,4,4,4,4,4,4,4,4,3,2,3,3,4,4,0,0.0,neutral or dissatisfied
32192,Female,disloyal Customer,17,Business travel,Eco,692,2,3,3,2,5,3,5,5,3,5,4,3,5,5,1,0.0,neutral or dissatisfied
32193,Female,Loyal Customer,65,Personal Travel,Eco,1504,1,5,1,4,2,5,2,2,2,1,2,3,2,4,14,3.0,neutral or dissatisfied
32194,Male,Loyal Customer,32,Business travel,Business,2625,3,4,4,4,3,3,3,3,3,4,2,1,2,3,0,0.0,neutral or dissatisfied
32195,Female,disloyal Customer,48,Business travel,Business,719,3,3,3,4,1,3,1,1,5,4,5,3,4,1,19,18.0,neutral or dissatisfied
32196,Male,Loyal Customer,16,Personal Travel,Eco,2072,2,4,2,4,4,2,4,4,3,4,5,4,5,4,0,0.0,neutral or dissatisfied
32197,Female,Loyal Customer,21,Personal Travel,Eco,3365,0,2,0,4,5,0,5,5,4,1,4,2,3,5,20,,satisfied
32198,Female,Loyal Customer,52,Personal Travel,Eco,767,1,4,1,1,4,4,4,4,4,1,4,3,4,4,13,23.0,neutral or dissatisfied
32199,Female,disloyal Customer,37,Business travel,Eco,796,4,4,4,3,5,4,5,5,1,4,4,4,5,5,0,0.0,satisfied
32200,Female,Loyal Customer,60,Business travel,Eco,794,3,4,4,4,2,5,2,3,3,3,3,3,3,3,0,11.0,satisfied
32201,Male,Loyal Customer,54,Personal Travel,Eco Plus,522,2,5,2,3,2,2,2,2,4,4,4,3,5,2,38,52.0,neutral or dissatisfied
32202,Male,Loyal Customer,34,Personal Travel,Eco,325,5,3,5,5,1,5,1,1,1,5,5,5,2,1,0,0.0,satisfied
32203,Female,Loyal Customer,23,Business travel,Business,3376,4,5,5,5,4,3,4,4,3,4,3,2,3,4,6,0.0,neutral or dissatisfied
32204,Female,Loyal Customer,55,Business travel,Business,1618,5,5,5,5,2,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
32205,Male,Loyal Customer,56,Personal Travel,Eco,675,2,4,2,3,2,2,2,2,3,2,5,5,4,2,0,0.0,neutral or dissatisfied
32206,Male,Loyal Customer,56,Business travel,Business,1086,3,5,5,5,4,3,3,3,3,3,3,2,3,4,0,104.0,neutral or dissatisfied
32207,Male,Loyal Customer,49,Personal Travel,Eco,333,2,5,2,3,3,2,3,3,3,4,4,5,5,3,29,13.0,neutral or dissatisfied
32208,Female,Loyal Customer,44,Business travel,Business,2683,4,4,5,4,5,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
32209,Male,Loyal Customer,9,Business travel,Business,2845,1,4,4,4,2,1,1,3,3,2,4,1,2,1,11,23.0,neutral or dissatisfied
32210,Male,Loyal Customer,55,Business travel,Business,1947,5,5,5,5,4,3,4,4,4,4,4,4,4,5,34,20.0,satisfied
32211,Female,Loyal Customer,40,Personal Travel,Business,109,3,4,3,3,1,4,3,4,4,3,5,2,4,4,0,0.0,neutral or dissatisfied
32212,Female,Loyal Customer,8,Personal Travel,Eco,1979,3,2,3,4,5,3,5,5,2,4,3,2,4,5,80,64.0,neutral or dissatisfied
32213,Female,Loyal Customer,25,Business travel,Eco,689,4,3,3,3,4,5,5,4,3,4,2,4,4,4,0,0.0,satisfied
32214,Female,Loyal Customer,64,Business travel,Business,895,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2.0,satisfied
32215,Male,disloyal Customer,29,Business travel,Eco,173,2,3,2,3,5,2,1,5,4,3,3,3,3,5,0,0.0,neutral or dissatisfied
32216,Male,disloyal Customer,30,Business travel,Business,575,4,4,4,3,2,4,2,2,1,4,3,3,3,2,0,0.0,neutral or dissatisfied
32217,Female,Loyal Customer,41,Business travel,Business,1562,4,4,4,4,4,4,4,3,5,2,4,4,4,4,286,262.0,satisfied
32218,Male,Loyal Customer,50,Personal Travel,Eco Plus,356,3,4,3,1,1,3,1,1,1,2,4,5,2,1,0,0.0,neutral or dissatisfied
32219,Male,Loyal Customer,42,Business travel,Business,1744,4,4,4,4,4,5,4,5,5,5,5,3,5,5,1,0.0,satisfied
32220,Male,disloyal Customer,20,Business travel,Eco,692,2,2,2,3,5,2,5,5,5,3,5,3,4,5,0,0.0,neutral or dissatisfied
32221,Female,Loyal Customer,34,Personal Travel,Eco,529,1,5,1,1,1,1,1,1,4,2,4,5,2,1,0,0.0,neutral or dissatisfied
32222,Male,disloyal Customer,55,Business travel,Business,270,2,2,2,4,2,2,2,4,2,3,4,2,4,2,328,330.0,neutral or dissatisfied
32223,Male,Loyal Customer,30,Personal Travel,Eco,990,3,5,3,5,4,3,4,4,4,5,5,4,4,4,2,4.0,neutral or dissatisfied
32224,Female,Loyal Customer,68,Business travel,Eco Plus,201,4,1,1,1,1,1,3,4,4,4,4,4,4,5,15,14.0,satisfied
32225,Female,Loyal Customer,73,Business travel,Business,3096,4,4,4,4,5,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
32226,Male,Loyal Customer,48,Personal Travel,Eco,419,2,5,2,1,3,2,3,3,3,2,3,2,4,3,0,0.0,neutral or dissatisfied
32227,Male,Loyal Customer,40,Business travel,Eco Plus,1514,5,1,1,1,5,4,5,5,4,2,4,2,4,5,5,0.0,neutral or dissatisfied
32228,Male,Loyal Customer,48,Business travel,Eco,328,3,1,1,1,3,3,3,3,4,4,3,3,3,3,0,0.0,neutral or dissatisfied
32229,Male,Loyal Customer,32,Business travel,Business,678,1,1,1,1,4,4,4,4,5,5,4,4,4,4,0,0.0,satisfied
32230,Male,disloyal Customer,39,Business travel,Eco,153,4,3,4,4,2,4,2,2,4,2,2,3,3,2,0,0.0,neutral or dissatisfied
32231,Male,Loyal Customer,39,Business travel,Business,3752,4,4,4,4,5,4,4,4,4,5,5,5,4,3,0,0.0,satisfied
32232,Male,Loyal Customer,52,Personal Travel,Eco,328,1,0,1,4,4,1,4,4,5,5,5,5,4,4,0,0.0,neutral or dissatisfied
32233,Male,Loyal Customer,23,Business travel,Business,2557,3,3,3,3,5,5,4,5,5,3,4,4,4,5,1,5.0,satisfied
32234,Male,Loyal Customer,55,Personal Travel,Eco,1121,2,5,2,2,4,2,4,4,3,4,4,5,4,4,13,0.0,neutral or dissatisfied
32235,Female,Loyal Customer,7,Personal Travel,Eco Plus,647,2,4,2,2,2,2,2,2,2,1,5,2,4,2,6,0.0,neutral or dissatisfied
32236,Female,Loyal Customer,45,Business travel,Business,2486,1,1,1,1,4,4,4,2,2,2,2,5,2,5,17,9.0,satisfied
32237,Female,Loyal Customer,33,Personal Travel,Eco,802,2,2,2,4,2,2,2,2,2,1,3,4,4,2,0,0.0,neutral or dissatisfied
32238,Male,Loyal Customer,22,Business travel,Business,1986,2,2,2,2,5,5,5,5,3,5,4,3,5,5,0,0.0,satisfied
32239,Male,disloyal Customer,32,Business travel,Business,326,3,4,4,3,2,4,2,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
32240,Male,disloyal Customer,37,Business travel,Business,361,5,5,5,1,3,5,3,3,3,3,5,3,5,3,0,0.0,satisfied
32241,Male,Loyal Customer,66,Personal Travel,Eco,277,0,3,0,5,5,0,5,5,2,4,4,2,4,5,0,3.0,satisfied
32242,Male,disloyal Customer,27,Business travel,Eco,956,4,4,4,3,3,4,3,3,4,3,3,1,5,3,0,0.0,neutral or dissatisfied
32243,Male,Loyal Customer,70,Personal Travel,Eco,1020,1,0,1,1,4,1,4,4,4,2,5,5,4,4,38,32.0,neutral or dissatisfied
32244,Male,Loyal Customer,70,Personal Travel,Eco,541,3,4,3,2,2,3,2,2,5,2,4,5,4,2,13,11.0,neutral or dissatisfied
32245,Female,Loyal Customer,52,Business travel,Business,1201,1,1,4,1,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
32246,Female,Loyal Customer,41,Business travel,Eco,416,1,3,3,3,1,1,1,1,3,4,2,4,2,1,0,0.0,neutral or dissatisfied
32247,Male,Loyal Customer,9,Personal Travel,Business,834,5,5,5,4,3,5,3,3,5,5,4,5,5,3,6,3.0,satisfied
32248,Male,Loyal Customer,25,Business travel,Business,228,1,2,4,4,1,1,1,1,4,3,1,3,2,1,0,0.0,neutral or dissatisfied
32249,Female,Loyal Customer,36,Business travel,Eco,370,4,3,5,5,4,4,4,4,3,3,3,3,3,4,8,6.0,satisfied
32250,Male,Loyal Customer,23,Business travel,Business,3285,1,1,1,1,5,5,5,5,5,4,4,5,4,5,0,0.0,satisfied
32251,Female,Loyal Customer,10,Personal Travel,Eco,327,2,0,2,3,4,2,4,4,3,4,4,3,4,4,14,6.0,neutral or dissatisfied
32252,Female,Loyal Customer,49,Business travel,Business,2057,0,4,0,3,3,5,3,5,5,5,5,2,5,5,25,20.0,satisfied
32253,Male,Loyal Customer,33,Personal Travel,Eco Plus,2248,1,4,1,5,2,1,2,2,4,4,4,5,4,2,23,21.0,neutral or dissatisfied
32254,Female,Loyal Customer,41,Business travel,Eco,896,2,2,2,2,2,2,2,2,1,2,4,4,4,2,44,45.0,neutral or dissatisfied
32255,Female,Loyal Customer,38,Personal Travel,Eco,589,2,2,2,3,4,2,4,4,2,1,2,2,2,4,0,0.0,neutral or dissatisfied
32256,Male,disloyal Customer,30,Business travel,Business,220,1,1,1,3,3,1,3,3,4,1,3,2,4,3,0,0.0,neutral or dissatisfied
32257,Male,Loyal Customer,76,Business travel,Eco,557,2,3,3,3,2,2,2,2,2,5,3,4,4,2,18,26.0,neutral or dissatisfied
32258,Female,Loyal Customer,57,Business travel,Business,402,5,5,5,5,4,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
32259,Female,Loyal Customer,55,Business travel,Business,345,3,3,3,3,3,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
32260,Female,Loyal Customer,45,Business travel,Business,1488,5,5,5,5,4,5,5,5,5,5,5,4,5,5,10,3.0,satisfied
32261,Male,Loyal Customer,26,Personal Travel,Eco,255,2,5,0,4,4,0,4,4,3,5,3,3,2,4,54,54.0,neutral or dissatisfied
32262,Female,Loyal Customer,62,Personal Travel,Eco,343,3,4,3,5,5,4,5,1,1,3,1,4,1,3,0,0.0,neutral or dissatisfied
