DBA Name,Facility Type,Risk,Address,Zip,Inspection Date,Inspection Type,Results,Violations
LOS AMIGOS MEXICAN RESTAURANT INC,Restaurant,Risk 1 (High),3445 W 51ST ST ,60632.0,05/23/2016,Canvass,Pass w/ Conditions,"3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: OBSERVED POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURES INSIDE OF THE PREP COOLERS.  OBSERVED BEEF AT 43.6-46.7F, REFRIED BEANS AT 47.7F, SOUR CREAM AT 46.7F, PORK AT 54F, AND RED SALSA AT 43.9F.  MANAGEMENT VOLUNTARILY DISCARDED APPROXIMATELY 20# OF FOOD WORTH APPROXIMATELY $135.  CRITICAL VIOLATION 7-38-005A. | 28. * INSPECTION REPORT SUMMARY DISPLAYED AND VISIBLE TO ALL CUSTOMERS - Comments: NO INSPECTION REPORT SUMMARY WAS POSTED ON THE PREMISES.  MANAGEMENT WAS GIVEN A COPY OF TODAY'S INSPECTION REPORT SUMMARY AND WAS INSTRUCTED TO POST IT IN VIEW OF ALL CUSTOMERS.  SERIOUS VIOLATION 7-42-010B. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: SINGLE-USE UTENSILS IMPROPERLY STORED.  ALL SINGLE-USE FORKS, SPOONS AND KNIVES MUST BE STORED WITH HANDLES UP TO PREVENT CONTAMINATION BY HANDS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED AN UNPAINTED DRYWALL WALL AT THE BACK WALL OF THE FOOD PREP AREA.  MANAGEMENT INSTRUCTED TO PAINT THE WALL.  SCRAPE AND REPAINT ANY CHIPPED OR PEELING PAINT ON THE CEILING ABOVE THE 3 COMPARTMENT SINK. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATION FROM REPORT #1532588 ON 4/3/15 NOT CORRECTED: 
 
45 - FOOD HANDLER REQUIREMENTS NOT MET. NO LOGS, RECORDS ON SITE. INSTD TO PROVIDE SAME.  
 
SERIOUS VIOLATION 7-42-090."
HEGEWISCH CHILD DEVELOPMENT CENTER,Daycare Above and Under 2 Years,Risk 1 (High),2725 E 130TH ST ,60633.0,05/23/2016,License,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED MISSING END CAPS ON THE LIGHT SHIELDS IN THE KITCHEN. MUST PROVIDE AND MAINTAIN. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: NOTED THE TOILET ROOM DOOR NOT SELF CLOSING IN THE KITCHEN. MUST PROVIDE AND MAINTAIN A SELF CLOSING DEVICE ."
JAPANESE AMERICAN SERVICE CENTER,Golden Diner,Risk 1 (High),4427 N CLARK ST ,60640.0,05/23/2016,Canvass,Pass,"45. FOOD HANDLER REQUIREMENTS MET - Comments: NO FOOD HANDLERS CERTIFICATE AVAILABLE AT THIS TIME. MUST PROVIDE NEXT ROUTINE INSPECTION. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WATER STAINED CEILING TILES INSIDE THE WOMENS WASHROOM IN THE WAREHOUSE AND FRONT AREA . MUST REPLACE CEILING TILES AND MAINTAIN."
EXPRESS CAFE,Restaurant,Risk 1 (High),3924 W DIVERSEY AVE ,60647.0,05/23/2016,Complaint,Pass,"36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: NOTED NO LIGHT INSIDE THE 2 DOOR REFRIGERATION UNIT AT THE BASEMENT DRY STORAGE AREA. INSTRUCTED TO PROVIDE LIGHTING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: NOTED ROUGH FLOORS AND UNEVEN PAVEMENT ON FLOORS AT THE BASEMENT DRY STORAGE. INSTRUCTED TO REPAIR FLOORS TO HAVE SMOOTH PAVEMENT FOR EASY CLEANING."
Rub's Backcountry smokehouse,Restaurant,Risk 1 (High),6954 N WESTERN AVE ,60645.0,05/23/2016,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED VENT IN WASHROOMS WITH DUST ACCUMULATION. CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED LARGE VENTILATION UNITS IN REAR OF PREMISES MUST BE REMOVED AND KEEP REAR AREA CLEAN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED ROOT BEER COOLER UNCLEAN. CLEAN AND MAINTAIN. OBSERVED REACH IN CHEST FREEZER IN BASEMENT UNCLEAN AT BOTTOM. CLEAN AND MAINTAIN. CLEAN GASKETS ON REACH IN ROOT BEER COOLER. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED TORN GASKETS ON REACH IN SERVICE REFRIGERATOR. REPLACE ALL TORN GASKETS AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: BULB IN WALK IN COOLER IN BASEMENT MUST HAVE PROTECTIVE COVERING OR PROOF OF SHATTERPROOF BULB. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS BY ROOT BEER COOLER UNCLEAN. CLEAN AND MAINTAIN FLOORS IN CORNERS AND ALONG WALLS."
JERI'S GRILL,Restaurant,Risk 1 (High),4357 N WESTERN AVE ,60618.0,05/23/2016,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR/REPLACE SPLASH GUARD AT THE REAR HAND SINK ON THE RIGHT HAND SIDE OF THE SINK BETWEEN THIS SAID SINK AND THE MOP SINK. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOOR CORNERS IN THE BASEMENT AREA.  
MUST REPAIR THE FLOOR IN FRONT OF THE REAR EXIT DOOR SO AS TO BE SMOOTH AND EASILY CLEANABLE.FOUND ABOVE NOT SMOOTH. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPAIR /SEAL HOLE AT CEILING ABOVE THE STAIRCASE LEADING TO THE BASEMENT. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST DATE AND LABEL PREPARED FOODS IN PLASTIC FOOD CONTAINERS IN THE REAR 2DR REFRIGERATOR AT ALL TIMES. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST REMOVE DUST ACCUMULATION AT THE TOP DUST FAC GUARD COVERS INSIDE BOTH 2DR REFRIGERATORS."
Portage Park Senior Satellite Center,Golden Diner,Risk 1 (High),4100 N Long ST ,60641.0,05/23/2016,Canvass,Pass,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Found faucet leak at 3 compartment sink. Instructed to repair and maintain. 
BELMONTE LIQUORS,Grocery Store,Risk 3 (Low),5336 W CHICAGO AVE ,60651.0,05/23/2016,License,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: INADEQUATE REFRIGERATION, NO FACILITIES TO STORE COLD POTENTIALLY HAZARDOUS FOODS AT PROPER TEMPERATURE. WALK-IN COOLER CURRENTLY AT 55.0F CRITICAL VIOLATION 7-38-005A. COOLER MUST BE ABLE TO MAINTAIN FOODS AT 40F OR LESS. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO PEST CONTROL LOG BOOK. MUST PROVIDE. FRONT DOOR NOT RODENT PROOF, OPENING TO OUTSIDE ALONG BOTTOM OF DOOR. MUST SEAL OPENING. SERIOUS VIOLATION 7-38-020. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: TOILET ROOM SINK CABINET NOT CLEAN. MUST CLEAN CABINET. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLS, CEILING AND LIGHT FIXTURES IN REAR STORAGE AREAS AND TOILET ROOM ARE IN POOR REPAIR AND UNCLEAN. MUST CLEAN, REPAIR AND MAINTAIN SAME. ACCUMULATED DUST ON TOILET ROOM VENT COVER. MUST CLEAN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PIPE UNDER TOILET ROOM HAND SINK LEAKS. MUST REPAIR LEAK. VERY LOW COLD WATER PRESSURE AT TOILET ROOM SINK. MUST INCREASE PRESSURE. RESTORE HOT AND COLD WATER PRESSURE TO EXPOSED HAND SINK OR REMOVE (NO COOKING OR PREPARATION OF FOOD/DRINK). | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CONSTRUCTION DEBRIS, OLD EQUIPMENT AND LANDSCAPE WASTE ALONG SIDE OF BUILDING. MUST CLEAN AND MAINTAIN AREA."
"BRIGHT START LEARNING CENTER, INC.",Children's Services Facility,Risk 1 (High),3522 N CENTRAL AVE ,60634.0,05/23/2016,Canvass,Pass w/ Conditions,"41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTER IN BACK STORAGE AREA, INSTRUCTED TO CLEAN AND BETTER MAINTAIN, | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO FOOD CERTIFIED MANGER MANAGER ON DUTY WITH A VALID CITY OF CHICAGO SANITATION CERTIFICATE POSTED OR PROOF OF ENROLLMENT, AT THIS TIME OF INSPECTION, MUST PROVIDE PROOF OF ENROLLMENT OR ACTUAL CERTIFICATE, WHILE POTENTIALLY HAZARDOUS FOODS AREA SERVED, 
 
SERIOUS CITATION: 7-38-012 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NO SPLASH GUARD AT EXPOSED SINK NEXT TO TWO COMPARTMENT SINK, INSTRUCTED TO PROVIDE,"
THE FACTORY A GENTLEMEN'S CLUB,Restaurant,Risk 1 (High),12050-12054 S DOTY AVE ,60628.0,05/20/2016,Canvass,Out of Business,
THE FACTORY GENTLEMAN'S CLUB,Restaurant,Risk 1 (High),12050-12054 S DOTY AVE ,60628.0,05/20/2016,License Re-Inspection,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPLACE MISSING CAP ON BACK FLOW DEVICE ABOVE UTILITY SINK. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STORAGE AREA ORGANIZED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: LABEL ALL BULK CONTAINERS IN KITCHEN. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PREMISES SERVICED BY ORKIN PEST CONTROL AND LOG BOOK ON SITE."
BCQ RESTAURANT INC.,Restaurant,Risk 1 (High),501 N KEDZIE AVE ,60612.0,05/20/2016,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CORRECTED. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: FOUND OPENED, LARGE FOOD ITEMS STORED IN THEIR ORIGINAL CONTAINERS IN THE COOLERS. INSTRUCTED TO REMOVE FROM LARGE TIN CANS AND STORE IN FOOD GRADEABLE CONTAINERS. 
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: INSTRUCTED TO REMOVE THE RUST FROM THE STORAGE RACKS INSIDE THE WALK IN COOLER AND PREP AREA. MAINTAIN SAME. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FOLLOWING: CAN OPENER, INTERIOR/EXTERIOR OF ALL COOKING/COOLING EQUIPMENT, LOWER SURFACE OF THE PREP TABLES, THE KNOBS ON THE EXPOSED HAND WASHING SINK, BULK INGREDIENT CONTAINERS AND THE FAN COVERS INSIDE THE WALK IN COOLER. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FLOORS IN ALL CORNERS AND UNDER/AROUND ALL HEAVY EQUIPMENT. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE VENTILATION HOOD, WALL AND PIPES BEHIND THE COOKING EQUIPMENT. 
 | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: INSTRUCTED TO STORE ALL WASH CLOTHS IN SANITIZING SOLUTION (MUST BE AT THE REQUIRED TEMPERATURE) WHEN NOT IN USE. 
 | 45. FOOD HANDLER REQUIREMENTS MET - Comments: INSTRUCTED TO HAVE ALL FOOD HANDLERS TAKE THE ONLINE SANITATION COURSE THAT DO NOT HAVE THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE. 
"
CLUB KALIENTE,Liquor,Risk 3 (Low),2300 S BLUE ISLAND AVE ,60608.0,05/20/2016,License Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. VENTILATION FANS NOW WITH MESH SCREEN AND INSECT PROOFED. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: CORRECTED. CHEMICAL TEST STRIPS ON SITE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. BACK FLOW PREVENTION DEVICE ON UTILITY SINK. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED NO VENTILATION IN THE WASHROOM LOCATED IN THE BASEMENT. INSTRUCTED TO PROVIDE AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED CLUTTER IN WORKROOM LOCATED IN THE BASEMENT. INSTRUCTED TO REMOVE UNNECESSARY CLUTTER AND ELEVATE EVERYTHING AT LEAST 6 INCHES FROM THE GROUND AND MAINTAIN. 
 | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: CORRECTED. | 70. NO SMOKING REGULATIONS - Comments: CORRECTED."
RYBA'S FUDGE SHOPS,Restaurant,Risk 2 (Medium),600 E GRAND AVE ,60611.0,05/20/2016,Canvass,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS BEHIND THE FRONT DESSERT DISPLAY TO REMOVE FOOD DEBRIS AND MAINTAIN."
EL CAMPESTRE #2,Restaurant,Risk 1 (High),6920 S PULASKI RD ,60629.0,05/20/2016,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VENTILATION HOOD IN NEED OF CLEANING TO REMOVE BUILD UP. 
MUST CLEAN AND MAINTAIN. 
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CUTTING BOARDS IN NEED OF REPLACING WHEN WORN. 
MUST CORRECT AND MAINTAIN. 
"
"COMPLETELY NUTS, INC.",Restaurant,Risk 2 (Medium),600 E GRAND AVE ,60611.0,05/20/2016,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST BUILDUP ON THE VENT ABOVE THE WALK-IN COOLER THAT IS TURNED OFF AND USED FOR DRY STORAGE ONLY."
CAPONIES CAFE & PIZZA,Mobile Food Dispenser,Risk 3 (Low),3350 N HARLEM AVE ,60634.0,05/20/2016,Canvass,Out of Business,
SOL CAFE,Restaurant,Risk 2 (Medium),1615 W HOWARD ST ,60626.0,05/20/2016,Canvass Re-Inspection,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: VIOLATION CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED BROKEN DOOR GASKET ON PREP COOLER IN REAR. ALSO, FOUND DUCT TAPE ON EQUIPMENT IN FRONT PREP AREA. INSTRUCTED TO REPAIR GASKET AND THAT USE OF DUCT TAPE ON EQUIPMENT IS PROHIBITED. MAINTAIN SAME.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS IN FRONT AND REAR PREP AREAS, AND BASEMENT FLOOR UNDER STAIRCASE HAS EXCESSIVE DEBRIS AND IS NOT CLEAN, INSTRUCTED TO CLEAN, SANITIZE AND MAINTAIN.  | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED MISSING LIGHT IN LADIES TOILET ROOM, INSTRUCTED TO INSTALL WORKING LIGHT AND MAINTAIN.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PLUMBER PUTTY FOUND IN EXPOSED HAND SINK IN THE REAR. INSTRUCTED TO REOMVE SND MAINTAIN.  | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: VIOLATION CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED BASEMENT AREA WITH EXCESSIVE CLUTTER ON THE FLOOR. INSTRUCTED TO REMOVE ITEMS NOT BEING USED, AND LIFT ITEMS 6' OFF FLOORS TO PREVENT RODENT HARBORAGE AND MAINTAIN.  | 39. LINEN: CLEAN AND SOILED PROPERLY STORED - Comments: VIOLATION CORRECTED."
THE PITA KING,Restaurant,Risk 1 (High),6234 N CALIFORNIA AVE ,60659.0,05/20/2016,License,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED WALLS IN WASHROOM UNCLEAN. CLEAN ALL WALLS OR PAINT. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOORS UNCLEAN. CLEAN ALL FLOORS AND MAINTAIN IN A SANITIARY CONDITION. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RAW WOOD UNDER HOT WATER HEATER NEEDS TO PAINTED OR SEALED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OSERVED MOP SINK UNCLEAN. CLEAN AND MAINTAIN."
"Burger Hub, Inc.",Restaurant,Risk 1 (High),6234 N CALIFORNIA AVE ,60659.0,05/20/2016,Canvass,Out of Business,
MERCADITO COUNTER,Restaurant,Risk 1 (High),738 N CLARK ST ,60654.0,05/20/2016,Canvass,Out of Business,
ESTADIO GRILL,Restaurant,Risk 1 (High),6122 N CLARK ,60660.0,05/20/2016,Canvass,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND NO BACKFLOW PREVENTION DEVICES AT COFFEE MACHINE, ICE MACHINE, AND MOP SINK FAUCET. MUST PROVIDE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FOUND FLOORS NOT CLEAN AT KITCHEN AREAS. MUST CLEAN AND SANITIZE. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: FOUND FOOD CONTAINERS NOT STORED PROPERLY. MUST STORE INVERTED."
SOL CROWN COMMUNITY ACADEMY,School,Risk 1 (High),2128 S ST LOUIS ST ,60623.0,05/20/2016,Canvass Re-Inspection,Pass,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: HOT BOX REPAIRED. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: ALL PREVIOUSLY AFFECTED AREAS CLEANED. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OUTSIDE GARBAGE AREA BETTER MAINTAINED. | 27. TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES - Comments: HANDWASHING POLICY BEING ENFORCED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  CLEAN CRUMBS AND FOOD SPLATTERS FROM REFRIGERATOR, MICROWAVE OVENS AND TABLES IN TEACHER'S LOUNGE. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: ABATED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CLEAN OR REPLACE ALL CEILING TILES IN STUDENT DINING ROOM(FOOD SPLATTERS, WATER DAMAGE). CLEAN WALLS IN STUDENT WASHROOMS WHERE MASSIVE DIRT AND STAINS ARE PRESENT, SEAL OPENING IN WALL AROUND PIPE INSIDE CABINET IN PRE-K 111. CLEAN DUST BUILD-UP FORM CEILING AND WALL VENTS THROUHOUT WHERE PRESENT(TEACHER;S LOUNGE, WASHROOMS, HEAT VENTS IN PRE-K 111 UNDERNEATH WINDOWS). CLEAN DIRT AND DEBRIS FROM LIGHT SHIELDS IN PRE-K 111. 
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  UNCLOG THE MOP SINK ON THE 3RD FLOOR NEAR BOY'S WASHROOM. REPAIR ALL LEAKY PIPES IN BOILER ROOM. LARGE PUDDLES OF WATER FOUND NEAR THESE PIPES, AND THE FLOORS MUST BE KEPT DRY. WASTE FROM GREASE TRAP SEEPING OUT INTO FLOOR AROUND THE BASE OF UNIT, MUST REPAIR OR REPLACE THE GREASE TRAP. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ABATED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CLEAN DEBRIS FROM FLOOR INSIDE WALK-IN FREEZER IN DINING ROOM."
GIORDANO'S OF PRUDENTIAL PLAZA,Restaurant,Risk 1 (High),130 E RANDOLPH ST ,60601.0,05/20/2016,Canvass,Pass,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Found some food items not properly dated in reach in cooler in prep area, must properly date food items in reach in cooler in prep area. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Reach in cooler shelving/racks in kitchen prep areas, had peeling paint/rust, shall be repaired/replaced. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Non food contact surfaces of pop dispensing unit not clean, need detailed cleaning(crevices). 
Reach in cooler shelving in prep area not clean, need detailed cleaning. 
Non food contact surfaces of ice machine in kitchen area not clean, needs detailed cleaning. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floors under heavy equipment, cooking equipment, and under dish machine not clean, need detailed cleaning, floors in kitchen prep areas by dish machine areas, ice machine area, and by 3 compartment sink need re-grouting | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Damaged, missing ceiling tiles in kitchen prep area, and by dish machine area shall be repaired/replaced. 
Ceiling tiles above ice machine in kitchen prep area not clean, need detailed cleaning."
