,Age,Occupation,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan
15646,35,Musician,38460.28,3241.023333333333,6,9,16,7,57,16,24.71,13.0,Bad,4106.5,26.845393656204013,Yes,179.13582114127118,325.7443805105244,LowspentSmallvaluepayments,109.2221316815378,0,0,1,1,0,0,2,2,0
15647,-500,Musician,38460.28,3241.023333333333,6,9,16,7,57,13,23.71,13.0,Bad,4106.5,25.33809611850081,NM,179.13582114127118,78.77720461855134,HighspentLargevaluepayments,306.1893075735108,0,0,1,1,0,0,2,2,0
15649,39,Developer,15229.35,1021.1125,10,10,27,5,27,16,24.28,10.0,Bad,4051.83,28.74261940213639,Yes,40.57723363949116,134.63649466881222,LowspentSmallvaluepayments,216.89752169169665,0,1,2,0,0,1,0,0,1
15651,39,Developer,15229.35,1021.1125,10,10,27,5,27,16,24.28,10.0,Bad,4051.83,36.72596330373689,Yes,40.57723363949116,41.076625228804566,LowspentSmallvaluepayments,310.4573911317044,0,1,2,0,0,1,0,0,1
15652,34,Musician,102460.44,4182.004291203503,5,5,10,1,27,16,3.22,5.0,Standard,587.02,30.81725417613454,Yes,887.4515845602427,534.1166066926131,LowspentMediumvaluepayments,533.2378981999377,0,0,0,1,0,0,0,0,0
15653,34,Musician,102460.44,7545.800910547207,5,5,10,1,27,16,3.22,5.0,Standard,587.02,34.65030379296664,Yes,887.4515845602427,783.0068986836619,LowspentMediumvaluepayments,284.3476062088888,0,0,0,1,0,0,0,0,0
15654,34,Musician,102460.44,7545.800910547207,5,5,10,1,27,16,0.2200000000000002,5.0,Standard,587.02,40.428054442534034,Yes,887.4515845602427,244.2746939566423,HighspentMediumvaluepayments,793.0798109359085,0,0,0,1,0,0,0,0,0
15658,28,Writer,32595.22,2606.268333333333,3,3,7,2,10,10,9.72,1.0,Good,796.88,24.94837749867797,No,50.30543332319753,149.1035026247971,LowspentLargevaluepayments,331.21789738533874,0,0,0,0,0,1,0,1,0
15659,28,Writer,32595.22,2606.268333333333,3,3,7,2,10,10,9.72,3.0,Good,796.88,26.22038301470476,NM,50.30543332319753,78.14752101177403,HighspentMediumvaluepayments,382.1738789983618,0,0,0,0,0,1,0,1,0
15660,19,Mechanic,20403.52,1755.293333333333,1,7,12,1,3,5,3.85,4.0,Good,397.38,28.727108894088545,No,13.89072633942496,62.03931801196649,HighspentMediumvaluepayments,349.5992889819419,0,0,1,0,0,0,0,0,0
15661,19,Mechanic,20403.52,1755.293333333333,1,7,12,1,1,5,3.85,4.0,Good,397.38,32.31401577245685,No,13.89072633942496,51.826042549745424,LowspentLargevaluepayments,379.8125644441629,0,0,1,0,0,0,0,0,0
15662,19,Mechanic,20403.52,1755.293333333333,1,7,12,1,-1,5,3.85,5.0,Good,397.38,31.71385704359739,No,13.89072633942496,10000.0,LowspentSmallvaluepayments,266.7269139560076,0,0,1,0,0,0,0,0,0
15663,19,Mechanic,20403.52,1755.293333333333,1,7,12,1,1,6,3.85,5.0,Good,397.38,26.25852941820724,No,13.89072633942496,10000.0,LowspentLargevaluepayments,367.83765664545126,0,0,1,0,0,0,0,0,0
15664,33,Journalist,69591.18,5708.264999999999,5,1,2,2,5,0,4.02,6.0,Good,1050.09,37.21768751778959,No,73.6064190847753,145.65980495996618,HighspentMediumvaluepayments,601.5602759552585,0,0,0,0,1,1,0,0,0
15666,33,Journalist,69591.18,5708.264999999999,5,1,2,2,7,0,4.02,6.0,Good,1050.09,28.87484163210704,No,73.6064190847753,212.3920571663577,HighspentMediumvaluepayments,534.8280237488668,0,0,0,0,1,1,0,0,0
15667,33,Journalist,69591.18,5708.264999999999,5,1,2,2,11,0,4.02,6.0,Good,1050.09,35.88558882192214,No,73.6064190847753,198.7055643089735,LowspentMediumvaluepayments,578.5145166062513,0,0,0,0,1,1,0,0,0
15669,20,Manager,71614.2,4182.004291203503,0,7,2,2,11,11,5.13,7.0,Good,1273.45,27.67201112323892,NM,114.64434508986544,301.2085662865887,LowspentMediumvaluepayments,474.4320886235458,0,0,0,0,0,0,0,1,1
15671,20,Manager,71614.2,4182.004291203503,0,7,2,2,11,8,5.13,7.0,Good,1273.45,32.39915435502167,No,114.64434508986544,64.60948000474829,HighspentLargevaluepayments,671.0311749053863,0,0,0,0,0,0,0,1,1
15673,16,Accountant,19126.65,1683.8875,8,8,28,3,52,18,1.93,14.0,Bad,2699.31,33.754691964866595,NM,80101.0,164.90724159706312,LowspentSmallvaluepayments,257.3198501077364,1,0,0,1,0,1,0,0,0
15674,16,Accountant,19126.65,1683.8875,8,8,28,3,52,18,1.93,14.0,Bad,2699.31,29.899899387596808,Yes,36.161658295200525,128.51816556844938,LowspentLargevaluepayments,273.7089261363501,1,0,0,1,0,1,0,0,0
15676,28,Manager,33684.42,2792.035,6,9,18,5,52,15,16.82,11.0,Bad,1329.97,25.483537340330628,NM,116.41793858628525,206.32493666230613,LowspentLargevaluepayments,226.4606247514086,0,0,1,1,1,1,0,1,0
15679,28,Manager,33684.42,2792.035,6,9,18,5,54,14,11.82,11.0,Bad,1329.97,29.814636139650432,Yes,116.41793858628525,254.64017532227325,LowspentMediumvaluepayments,188.1453860914416,0,0,1,1,1,1,0,1,0
15681,19,Manager,11436.15,4182.004291203503,4,7,14,4,12,10,17.33,8.0,Standard,339.47,27.73880042430269,Yes,23.059579305968043,82.867700282164,LowspentSmallvaluepayments,277.373970411868,0,0,0,0,2,1,1,0,0
15683,19,Manager,11436.15,933.0125,4,7,14,4,12,9,17.33,8.0,Standard,339.47,32.76426528278891,Yes,23.059579305968043,10000.0,LowspentLargevaluepayments,263.5257246850713,0,0,0,0,2,1,1,0,0
15686,32,Musician,96141.48,8047.79,6,4,12,4,24,9,18.95,6.0,Standard,1084.42,39.726733570453455,Yes,243.6287575261276,515.9645494709234,LowspentLargevaluepayments,315.18569300294894,0,0,2,0,0,0,1,1,0
15687,32,Musician,96141.48,4182.004291203503,6,4,12,4,18,9,18.95,6.0,Standard,1084.42,27.16011790723968,Yes,243.6287575261276,58.84493578665961,HighspentLargevaluepayments,742.3053066872127,0,0,2,0,0,0,1,1,0
15688,38,Musician,57035.58,4823.965,3,7,12,0,24,12,7.039999999999999,4.0,Standard,550.23,38.536200757551896,NM,0.0,391.5964303158413,LowspentSmallvaluepayments,380.8000696841588,0,0,0,0,0,0,0,0,0
15690,39,Musician,57035.58,4823.965,3,7,12,0,24,14,9.04,4.0,Standard,550.23,26.09121014090384,No,0.0,391.0238832506584,LowspentMediumvaluepayments,371.37261674934166,0,0,0,0,0,0,0,0,0
15691,39,Musician,57035.58,4182.004291203503,3,7,12,0,25,12,9.04,4.0,Standard,550.23,25.597948520974285,No,0.0,109.56276415480365,!@9#%8,612.8337358451964,0,0,0,0,0,0,0,0,0
15692,31,Entrepreneur,71830.44,6110.87,7,3,19,3,21,9,7.48,3.0,Standard,745.75,32.578838345244925,No,119.45344183956333,109.7187958829902,HighspentLargevaluepayments,621.9147622774465,1,0,0,0,0,1,0,1,0
15693,32,Entrepreneur,71830.44,6110.87,7,3,19,3,17,11,13.48,3.0,Standard,745.75,35.37337203494013,No,119.45344183956333,153.45708833852768,HighspentLargevaluepayments,578.176469821909,1,0,0,0,0,1,0,1,0
15694,4304,Entrepreneur,71830.44,6110.87,7,3,19,3,21,11,7.48,5.0,Standard,745.75,36.64035807331849,NM,119.45344183956333,113.229145240779,HighspentMediumvaluepayments,628.4044129196577,1,0,0,0,0,1,0,1,0
15700,28,Developer,31815.94,4182.004291203503,7,7,27,7,60,19,20.65,11.0,Bad,4247.2,39.8698021968901,Yes,169.9491913823046,178.06988641588595,LowspentSmallvaluepayments,197.1137555351428,1,0,0,0,0,1,1,2,2
15702,29,Developer,31815.94,2551.328333333333,7,7,27,7,60,16,19.65,11.0,Bad,4247.2,22.742871529046845,NM,169.9491913823046,93.80110846536547,!@9#%8,241.3825334856633,1,0,0,0,0,1,1,2,2
15703,29,Developer,31815.94,4182.004291203503,7,1288,27,7,62,16,24.65,11.0,Bad,4247.2,26.08084463733281,Yes,169.9491913823046,31.33701172417207,HighspentLargevaluepayments,293.8466302268567,1,0,0,0,0,1,1,2,2
15706,47,Accountant,29814.97,2731.580833333333,4,3,17,1,28,14,1.09,4.0,Standard,27.63,34.40432345923499,NM,14.3453233414328,86.65051719128826,LowspentLargevaluepayments,442.1622428006123,0,0,0,0,0,0,0,0,1
15707,47,Accountant,29814.97,2731.580833333333,4,3,17,1,25,17,6.09,4.0,Standard,27.63,33.100601086716374,NM,14.3453233414328,207.47417564904623,LowspentLargevaluepayments,321.3385843428544,0,0,0,0,0,0,0,0,1
15708,30,Accountant,14710.215,1334.0338544205065,2,5,9,2,10,2,-4.67,7.0,Good,1373.93,38.3346586590391,No,163.2857974997851,13.652629383599088,HighspentLargevaluepayments,357.9640936961096,0,0,1,0,1,0,0,0,0
15712,27,Architect,39255.54,3546.295,4,3,6,2,12,4,4.14,5.0,Good,536.03,34.892987199468564,No,46.034586059721526,66.13875422202483,HighspentSmallvaluepayments,502.4561597182537,0,0,0,0,0,1,1,0,0
15713,6868,Architect,39255.54,3546.295,4,3,6,2,12,2,4.14,5.0,Good,536.03,39.251740124741545,No,47752.0,321.1380169643775,LowspentSmallvaluepayments,277.45689697590103,0,0,0,0,0,1,1,0,0
15715,28,Architect,39255.54,3546.295,4,3,6,2,12,2,4.14,5.0,Good,536.03,29.32807654428862,No,46.034586059721526,401.5874766761768,LowspentSmallvaluepayments,197.00743726410184,0,0,0,0,0,1,1,0,0
15716,20,Lawyer,35787.86,2820.3216666666667,9,7,31,4,51,24,1.3,6.0,Bad,2486.5,26.16610970242549,Yes,76.88428434183241,154.8899187837681,HighspentSmallvaluepayments,310.25796354106615,0,0,1,0,1,0,1,1,0
15719,20,Lawyer,35787.86,4182.004291203503,9,7,31,4,51,24,5.3,7.0,Bad,2486.5,35.206311125649044,Yes,76.88428434183241,218.57808024995057,LowspentSmallvaluepayments,276.5698020748837,0,0,1,0,1,0,1,1,0
15720,-500,Teacher,43885.43,4182.004291203503,1,2,11,2,13,7,1.99,0.0,Good,168.53,28.54158920972085,No,51.65583324459252,473.38999802507567,LowspentSmallvaluepayments,124.56608539699845,0,0,1,0,0,0,1,0,0
15722,54,Teacher,43885.43,3596.119166666667,1,2,11,2,13,8,1.99,0.0,Good,168.53,28.648333903556217,No,51.65583324459252,192.1065465433761,!@9#%8,375.849536878698,0,0,1,0,0,0,1,0,0
15723,55,Teacher,43885.43,3596.119166666667,1,2,11,2,15,8,6.99,2.0,Good,168.53,29.4321569836322,No,51.65583324459252,254.0465032644316,LowspentMediumvaluepayments,333.9095801576425,0,0,1,0,0,0,1,0,0
15725,43,Accountant,61804.34,5228.361666666667,4,7,12,3,2,13,10.39,5.0,Good,179.87,34.474363887052895,No,147.0159494621879,67.9733805815594,HighspentLargevaluepayments,547.8468366229195,0,0,1,1,0,0,0,0,1
15726,43,Accountant,61804.34,4182.004291203503,4,7,12,3,7,12,10.39,5.0,Good,179.87,33.35580435015292,No,147.0159494621879,426.0118516334945,LowspentSmallvaluepayments,239.8083655709844,0,0,1,1,0,0,0,0,1
15727,43,Accountant,61804.34,5228.361666666667,4,7,12,3,7,14,10.39,5.0,Good,179.87,26.88615880376613,No,147.0159494621879,88.97078609610632,HighspentMediumvaluepayments,536.8494311083725,0,0,1,1,0,0,0,0,1
15728,38,Musician,17442.09,1295.5075,8,6,5,2,21,20,16.34,6.0,Standard,1960.42,37.221489377438346,Yes,14.637790482507336,126.05274399692787,LowspentMediumvaluepayments,268.8602155205648,0,0,0,0,2,0,0,0,0
15732,54,Writer,18579.36,1298.28,0,4,2,2,4,10,10.14,30.080200142959256,Good,1329.98,37.32260124615178,NM,45857.0,62.367244872651455,LowspentMediumvaluepayments,331.28589788166687,0,0,0,1,0,0,0,0,1
15734,54,Writer,18579.36,1298.28,0,4,2,2,8,10,10.14,1.0,Good,1329.98,30.78443757890728,No,16.17485724568162,10000.0,!@9#%8,334.7510706011368,0,0,0,1,0,0,0,0,1
15735,54,Writer,18579.36,1298.28,0,4,2,2,4,13,10.14,5.0,Good,1329.98,35.449892747770555,No,16.17485724568162,49.707140342415,LowspentLargevaluepayments,333.9460024119033,0,0,0,1,0,0,0,0,1
15736,55,Musician,34185.14,2659.7616666666668,3,7,5,4,10,14,13.56,30.080200142959256,Good,1461.18,29.42435412412345,No,103.40156978571272,340.56321908055736,!@9#%8,112.01137780039656,0,1,1,0,0,1,0,0,1
15737,55,Musician,34185.14,2659.7616666666668,3,7,5,4,10,14,9.56,1.0,Good,1461.18,26.285352698891955,No,103.40156978571272,55.812234638324455,HighspentMediumvaluepayments,356.76236224262954,0,1,1,0,0,1,0,0,1
15738,281,Musician,34185.14,2659.7616666666668,3,7,5,4,8,15,9.56,1.0,Good,1461.18,36.11475603425305,No,103.40156978571272,61.05347999927736,HighspentMediumvaluepayments,351.5211168816766,0,1,1,0,0,1,0,0,1
15740,36,Entrepreneur,20299.4,1757.6166666666668,8,5,22,6,48,19,28.12,10.0,Bad,3917.82,26.09643590360505,Yes,75.77365520391602,10000.0,HighspentSmallvaluepayments,294.9091967744992,0,1,0,1,1,1,0,1,0
15741,36,Entrepreneur,20299.4,1757.6166666666668,8,5,22,6,48,16,28.12,10.0,Bad,3917.82,28.69216110275532,Yes,75.77365520391602,81.87317943894287,LowspentSmallvaluepayments,308.1148320238078,0,1,0,1,1,1,0,1,0
15743,36,Entrepreneur,20299.4,4182.004291203503,8,5,22,6,48,22,28.12,10.0,Bad,3917.82,35.333684095708776,Yes,191.29672872914745,76.1697230757998,LowspentSmallvaluepayments,313.8182883869509,0,1,0,1,1,1,0,1,0
15744,36,Entrepreneur,11629.69,1263.1408333333334,7,3,4,-100,18,19,8.42,7.0,Good,517.34,24.217485211802767,No,0.0,109.21671939721868,LowspentMediumvaluepayments,297.0973639361147,0,0,0,0,0,0,0,0,0
15745,36,Entrepreneur,11629.69,1263.1408333333334,7,3,4,0,18,19,8.42,7.0,Good,517.34,27.93366927162208,No,0.0,65.52804182083139,!@9#%8,330.78604151250187,0,0,0,0,0,0,0,0,0
15746,36,Entrepreneur,11629.69,1263.1408333333334,7,3,4,0,18,19,8.42,7.0,Good,517.34,30.888638406462785,No,0.0,59.96292317685148,!@9#%8,356.35116015648185,0,0,0,0,0,0,0,0,0
15748,29,Lawyer,27559.56,2253.63,6,7,3,3,7,18,7.69,3.0,Good,160.02,37.71336693226473,No,41.16753610055615,61.52353739002304,HighspentMediumvaluepayments,372.67192650942087,1,0,0,0,0,1,1,0,0
15749,29,Lawyer,27559.56,2253.63,6,7,3,3,7,18,7.69,3.0,Good,160.02,29.47369754405253,No,41.16753610055615,30.686443224049096,HighspentMediumvaluepayments,403.5090206753948,1,0,0,0,0,1,1,0,0
15750,29,Lawyer,27559.56,4182.004291203503,6,7,3,3,5,18,7.69,3.0,Good,160.02,36.41350212538007,No,41.16753610055615,90.21640116775428,HighspentMediumvaluepayments,343.9790627316896,1,0,0,0,0,1,1,0,0
15752,53,Entrepreneur,94369.64,8164.136666666666,4,7,19,4,22,20,2.99,5.0,Standard,464.88,29.3411319373731,Yes,210.70934071526472,319.442657685418,HighspentMediumvaluepayments,536.261668265984,1,1,0,0,0,0,1,0,0
15753,53,Entrepreneur,94369.64,8164.136666666666,4,7,19,4,22,19,2.99,30.080200142959256,Standard,464.88,28.7216013179063,Yes,210.70934071526472,53.40273615671095,HighspentLargevaluepayments,792.301589794691,1,1,0,0,0,0,1,0,0
15754,53,Entrepreneur,94369.64,4182.004291203503,4,7,4786,4,23,20,2.99,5.0,Standard,464.88,37.04307904046191,NM,210.70934071526472,819.3427752198205,LowspentMediumvaluepayments,66.36155073158147,1,1,0,0,0,0,1,0,0
15756,21,Architect,61746.99000000001,4182.004291203503,8,8,15,6,50,23,4.27,11.0,Bad,4355.18,31.267730598052424,NM,158.03890921598918,286.9985350852954,LowspentMediumvaluepayments,351.7208056987156,2,1,1,0,1,0,1,0,0
15757,21,Architect,61746.99000000001,5167.5825,8,8,15,6,49,25,4.27,11.0,Bad,4355.18,35.92296764580247,Yes,158.03890921598918,109.47117093886528,HighspentLargevaluepayments,489.2481698451456,2,1,1,0,1,0,1,0,0
15758,21,Architect,61746.99000000001,5167.5825,8,8,15,6,54,23,4.27,11.0,Bad,4355.18,29.178376049950977,Yes,158.03890921598918,101.21411758288843,HighspentLargevaluepayments,497.5052232011225,2,1,1,0,1,0,1,0,0
15760,37,Journalist,33465.57,2820.7975,0,5,10,2,7,2,10.62,2.0,Good,531.91,30.69038407612647,No,40.22460348863007,10000.0,HighspentLargevaluepayments,413.0385234573194,0,0,1,0,0,0,0,0,1
15762,37,Journalist,33465.57,2820.7975,0,5,10,2,3,-1,4.62,2.0,Good,531.91,38.7387323588237,No,40.22460348863007,34.01027864949023,HighspentMediumvaluepayments,457.84486786187966,0,0,1,0,0,0,0,0,1
15765,20,Architect,132325.88,4182.004291203503,6,5,8,2,25,13,3.43,4.0,Standard,554.27,35.442396937391855,No,175.7895143326641,303.15198572976936,HighspentMediumvaluepayments,867.1741666042333,0,1,0,0,0,0,0,1,0
15766,20,Architect,132325.88,10961.156666666668,6,5,8,2,26,13,3.43,4.0,Standard,554.27,35.096135406428154,No,175.7895143326641,248.6071185713626,HighspentLargevaluepayments,911.71903376264,0,1,0,0,0,0,0,1,0
15767,20,Architect,132325.88,10961.156666666668,6,5,8,2,25,13,3.43,4.0,Standard,554.27,34.211879606725375,No,175.7895143326641,585.7110078525541,LowspentMediumvaluepayments,614.6151444814486,0,1,0,0,0,0,0,1,0
15768,32,Entrepreneur,14214.46,898.5383333333333,4,7,19,4,7,8,12.7,12.0,Standard,908.46,24.598047861566453,NM,41.88616646402907,109.06493504355215,!@9#%8,228.9027318257521,1,0,0,0,2,0,0,1,0
15770,32,Entrepreneur,14214.46,898.5383333333333,4,7,19,4,12,9,12.7,12.0,Standard,908.46,39.14507589228604,Yes,41.88616646402907,105.48963058307756,LowspentSmallvaluepayments,232.47803628622668,1,0,0,0,2,0,0,1,0
15773,55,MediaManager,10967.735,738.9779166666667,5,6,5,0,9,18,19.36,0.0,Standard,1314.16,33.377356665208744,Yes,0.0,50.58357720651596,LowspentMediumvaluepayments,303.3142144601507,0,0,0,0,0,0,0,0,0
15774,55,MediaManager,10967.735,738.9779166666667,5,6,5,0,9,16,14.36,0.0,Standard,1314.16,33.894455907880136,Yes,0.0,43.483414217622006,LowspentMediumvaluepayments,310.4143774490446,0,0,0,0,0,0,0,0,0
15777,38,Musician,57449.79,4182.004291203503,8,8,26,6,62,22,1.64,14.0,Bad,3990.44,36.930268765082616,Yes,278.90419530033785,219.86348404191293,HighspentSmallvaluepayments,251.98057065774933,1,1,0,2,0,0,2,0,0
15778,38,Musician,57449.79,4907.4825,8,8,26,6,62,25,1.64,14.0,Bad,3990.44,24.521604629641587,Yes,30792.0,10000.0,LowspentMediumvaluepayments,187.6962917704401,1,1,0,2,0,0,2,0,0
15779,38,Musician,57449.79,4907.4825,8,8,26,6,62,23,7.64,14.0,Bad,3990.44,35.008226889242074,Yes,278.90419530033785,177.18329428284844,LowspentSmallvaluepayments,324.6607604168138,1,1,0,2,0,0,2,0,0
15780,29,Writer,81112.0,6948.333333333332,5,7,28,-100,49,24,24.94,8.0,Bad,3399.41,32.16556273127143,Yes,250.6906510613568,192.49329702034032,HighspentMediumvaluepayments,501.64938525163626,1,0,0,1,0,1,1,1,0
15782,29,Writer,81112.0,6948.333333333332,5,7,28,7,50,23,24.94,12.0,Bad,3399.41,32.30003479079835,Yes,250.6906510613568,561.5398481674191,LowspentLargevaluepayments,152.60283410455747,1,0,0,1,0,1,1,1,0
15783,29,Writer,81112.0,4182.004291203503,5,7,28,7,49,23,24.94,12.0,Bad,3399.41,30.30868143768539,Yes,250.6906510613568,510.5103414457547,LowspentMediumvaluepayments,213.63234082622188,1,0,0,1,0,1,1,1,0
15784,38,Mechanic,36821.0,4182.004291203503,3,6,7,0,10,15,2.04,8.0,Standard,551.85,34.11025868362887,No,56679.0,223.77274066933396,LowspentSmallvaluepayments,400.6689259973329,0,0,0,0,0,0,0,0,0
15786,38,Mechanic,36821.0,3344.416666666666,3,6,7,0,10,15,2.04,8.0,Standard,551.85,33.35334221224708,No,0.0,47.4686844352395,HighspentMediumvaluepayments,536.9729822314272,0,0,0,0,0,0,0,0,0
15788,46,Doctor,15608.695,1300.5880028744134,7,3,12,4,12,21,6.35,10.0,Standard,488.34,30.18915435680148,Yes,92.91440921428024,78.87153802277452,LowspentSmallvaluepayments,321.0230915551984,1,0,1,0,1,0,1,0,0
15789,46,Doctor,15608.695,1300.5880028744134,7,3,12,4,17,18,12.35,10.0,Standard,488.34,25.18817842075139,NM,92.91440921428024,90.22279620954605,LowspentSmallvaluepayments,309.67183336842686,1,0,1,0,1,0,1,0,0
15790,46,Doctor,15608.695,1300.5880028744134,7,3,12,4,12,21,12.35,10.0,Standard,488.34,29.36617079254365,NM,92.91440921428024,10000.0,LowspentMediumvaluepayments,280.532146448949,1,0,1,0,1,0,1,0,0
15793,39,Manager,42804.4,3301.0333333333333,8,4,7,0,18,12,10.27,9.0,Standard,1389.65,28.553695001085423,Yes,0.0,199.18600118935984,LowspentLargevaluepayments,400.9173321439735,0,0,0,0,0,0,0,0,0
15794,39,Manager,42804.4,3301.0333333333333,8,4,7,0,17,9,10.27,9.0,Standard,1389.65,26.395045312670067,Yes,0.0,10000.0,HighspentSmallvaluepayments,493.6605951893915,0,0,0,0,0,0,0,0,0
15795,40,Manager,42804.4,3301.0333333333333,8,4,7,0,18,9,10.27,9.0,Standard,1389.65,40.14203274654811,Yes,0.0,39.75912755516907,!@9#%8,540.3442057781642,0,0,0,0,0,0,0,0,0
15796,24,Mechanic,17361.38,4182.004291203503,10,9,2520,7,35,20,10.16,12.0,Bad,2244.16,33.47214552356183,NM,51.95924494559267,69.25606932232246,LowspentLargevaluepayments,323.06285239875155,1,1,1,1,0,1,1,1,0
15797,24,Mechanic,17361.38,1742.781666666667,10,9,21,7,35,20,10.16,12.0,Bad,2244.16,34.381593139114955,Yes,51.95924494559267,138.01130717058166,LowspentSmallvaluepayments,274.3076145504924,1,1,1,1,0,1,1,1,0
15798,24,Mechanic,17361.38,1742.781666666667,10,9,21,7,36,18,10.16,12.0,Bad,2244.16,34.32504746572284,Yes,51.95924494559267,209.13878725813265,LowspentSmallvaluepayments,203.1801344629414,1,1,1,1,0,1,1,1,0
15800,18,Developer,18207.57,1369.2975,5,7,24,5,19,19,9.7,14.0,Standard,2310.54,25.51123589380902,Yes,68.3667622704828,91.95792664708254,HighspentSmallvaluepayments,236.60506108243464,0,0,2,0,0,1,1,1,0
15801,18,Developer,18207.57,1369.2975,5,7,24,5,19,21,9.7,14.0,Standard,2310.54,23.232630566082644,Yes,68.3667622704828,55.96212314202948,HighspentSmallvaluepayments,272.6008645874877,0,0,2,0,0,1,1,1,0
15802,18,Developer,18207.57,1369.2975,5,7,24,5,19,18,9.7,14.0,Standard,2310.54,33.85102662645929,NM,68.3667622704828,75.35191658159938,LowspentMediumvaluepayments,273.21107114791783,0,0,2,0,0,1,1,1,0
15803,18,Developer,18207.57,1369.2975,5,7,24,5,19,20,9.7,14.0,Standard,2310.54,27.71724318645339,Yes,68.3667622704828,48.38524418703654,LowspentMediumvaluepayments,300.17774354248064,0,0,2,0,0,1,1,1,0
15804,56,Engineer,37547.68,3292.973333333333,4,6,8,1,19,3,0.89,1.0,Good,1328.69,33.97733103476918,No,24.840072506739315,77.70915684415418,HighspentMediumvaluepayments,476.7481039824399,0,0,0,0,1,0,0,0,0
15805,56,Engineer,37547.68,3292.973333333333,4,6,8,1,19,6,-5.11,4.0,Good,1328.69,32.95306600626487,NM,24.840072506739315,212.65391185671348,HighspentSmallvaluepayments,351.8033489698806,0,0,0,0,1,0,0,0,0
15806,56,Engineer,37547.68,4182.004291203503,4,6,8,-100,14,6,0.89,4.0,Good,1328.69,37.48817777108736,No,24.840072506739315,148.5412436821008,HighspentSmallvaluepayments,415.91601714449325,0,0,0,0,1,0,0,0,0
15807,56,Engineer,37547.68,3292.973333333333,4,6,8,1,19,5,0.89,4.0,Good,1328.69,28.247780836762672,No,24.840072506739315,314.96933686593013,LowspentSmallvaluepayments,279.487923960664,0,0,0,0,1,0,0,0,0
15808,19,Manager,68056.4,5805.366666666666,8,9,24,5,33,23,7.74,14.0,Bad,2139.9,26.48513310326736,Yes,172.5034566981665,356.03486790405714,HighspentSmallvaluepayments,311.99834206444314,1,1,1,1,0,0,1,0,0
15809,19,Manager,68056.4,5805.366666666666,8,9,24,5,33,23,7.74,14.0,Bad,2139.9,24.791900436506648,Yes,172.5034566981665,324.149792324522,LowspentLargevaluepayments,353.88341764397813,1,1,1,1,0,0,1,0,0
15811,19,Manager,68056.4,4182.004291203503,8,9,24,5,38,23,7.74,14.0,Bad,2139.9,29.57822320012377,Yes,172.5034566981665,81.57692503551318,HighspentLargevaluepayments,566.4562849329869,1,1,1,1,0,0,1,0,0
15812,29,Scientist,18208.19,1720.3491666666666,10,6,32,5,56,20,2.91,7.0,Bad,2067.33,26.93704232207355,NM,66.01536959344403,113.7336063055031,LowspentLargevaluepayments,262.2859407677195,0,1,1,0,2,0,0,0,0
