,Age,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_MediaManager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,userID
421,32.0,38364.82,2904.068333333333,9.0,6.0,32.0,4.0,34.0,24.0,3.44,12.0,1973.63,29.24692971651018,2,74.85037187731447,85.17822119171014,2,380.3782402643087,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925217
422,32.0,38364.82,2904.068333333333,9.0,6.0,32.0,4.0,34.0,25.0,3.44,12.0,1973.63,39.46562351083284,2,74.85037187731447,63.532805251674354,2,402.0236562043445,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535048
423,32.0,38364.82,4182.004291203503,9.0,6.0,32.0,4.0,34.0,22.0,3.44,12.0,1973.63,32.33426007985107,2,74.85037187731447,151.29444785818262,6,354.26201359783624,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168728
428,55.0,19403.405,1904.9504166666663,1.0,7.0,3.0,3.0,13.0,9.0,8.9,6.0,339.11,36.53085680189361,0,39.2149144347618,250.1575755437389,6,191.12255168816608,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,241404
429,55.0,19403.405,1904.9504166666663,1.0,7.0,3.0,-100.0,13.0,9.0,3.9,6.0,339.11,36.21984904956449,1,39.2149144347618,12.699574148992587,1,378.5805530829123,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,703326
433,20.0,31122.79,2761.5658333333336,7.0,5.0,12.0,0.0,28.0,20.0,9.75,4.0,358.6,27.630190377175964,1,0.0,32.419054110028405,1,483.7375292233049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,325946
434,20.0,31122.79,2761.5658333333336,7.0,5.0,12.0,0.0,28.0,19.0,9.75,4.0,358.6,34.81235163030995,1,0.0,96.56806264198816,5,459.5885206913452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154013
436,20.0,15015.4,4182.004291203503,5.0,5.0,9.0,1.0,26.0,11.0,5.04,1.0,330.17,33.399435003038896,1,11.685734566072789,136.5411226287734,6,263.1014761384872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448665
437,3391.0,15015.4,1213.2833333333333,5.0,5.0,9.0,-100.0,25.0,12.0,5.04,1.0,330.17,35.41314267274036,1,11.685734566072789,62.6793167976386,6,336.963281969622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814931
438,20.0,15015.4,1213.2833333333333,5.0,5.0,9.0,1.0,25.0,8.0,5.04,5.0,330.17,24.650308446583686,1,11.685734566072789,47.30795792957788,6,352.3346408376826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,537543
440,34.0,19777.05,1728.0875,5.0,3.0,3.0,3.0,18.0,3.0,5.95,1.0,186.16,36.66376848786315,1,29.045533320072103,18.7566439022416,1,365.0065727776863,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,803332
441,34.0,19777.05,1728.0875,5.0,3.0,3.0,3.0,16.0,3.0,5.95,1.0,186.16,25.758671794694795,1,29.045533320072103,11.76411839618042,1,371.9990982837474,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581364
444,25.0,20188.02,1851.335,4.0,3.0,6.0,3.0,12.0,6.0,1.31,0.0,399.92,27.42703869347532,1,25.58028081581637,71.70424222288531,5,367.8489769612984,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,455352
445,25.0,20188.02,1851.335,4.0,3.0,6.0,-100.0,9.0,6.0,1.31,0.0,399.92,39.98483628557661,1,25.58028081581637,66.62197879458277,3,352.93124038960093,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128462
449,54.0,41345.58,3260.465,0.0,5.0,10.0,0.0,7.0,-2.0,6.42,7.0,646.47,25.76323453064363,1,0.0,54.10719914592507,2,521.939300854075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151092
452,32.0,55151.04,4704.92,10.0,6.0,23.0,6.0,31.0,17.0,10.64,9.0,1743.83,40.90438823408883,2,171.82306738090188,85.60562277570746,2,463.0633098433906,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875439
453,32.0,55151.04,4704.92,10.0,6.0,23.0,6.0,31.0,17.0,10.64,9.0,1743.83,35.030496947477765,0,171.82306738090188,72.06880052556768,0,476.6001320935305,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418245
455,32.0,55151.04,4704.92,10.0,6.0,23.0,-100.0,30.0,17.0,10.64,12.0,1743.83,38.66936971571445,2,171.82306738090188,119.04479266560482,2,429.6241399534933,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843485
456,39.0,10125936.0,2430.718333333333,6.0,6.0,7.0,-100.0,22.0,10.0,16.33,4.0,687.87,30.95335996435057,2,42.97244101951375,44.46383874642935,2,405.6355535673903,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99489
457,40.0,30536.62,2430.718333333333,6.0,6.0,7.0,-100.0,22.0,10.0,9.33,1785.0,687.87,33.252505711003124,2,42.97244101951375,19.681144122429085,1,420.41824819139055,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231948
458,40.0,30536.62,2430.718333333333,6.0,6.0,7.0,2.0,17.0,8.0,9.33,4.0,687.87,41.287141100983575,2,42.97244101951375,98.36160222791273,6,391.7377900859069,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645264
459,3765.0,30536.62,4182.004291203503,6.0,6.0,7.0,2.0,17.0,8.0,9.33,4.0,687.87,28.72334085580679,2,42.97244101951375,212.0219027550941,6,278.07748955872546,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649131
460,29.0,147499.6,12353.633333333331,2.0,2.0,12.0,2.0,14.0,2.0,4.21,2.0,1250.67,34.91628875699495,1,192.2064832741598,131.381035832214,1,1151.7758142269597,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382851
461,29.0,7873905.0,12353.633333333331,2.0,2.0,12.0,2.0,16.0,6.0,4.21,2.0,1250.67,36.95384495908608,1,192.2064832741598,232.52138973022844,2,1060.635460328945,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108420
463,30.0,147499.6,12353.633333333331,2.0,2.0,12.0,2.0,14.0,2.0,4.21,2.0,1250.67,32.24519332234832,1,192.2064832741598,467.9655372342429,2,825.1913128249307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339524
464,43.0,20005.22,1683.101666666667,8.0,3.0,6.0,4.0,17.0,20.0,24.33,13.0,1859.45,29.727595591113804,2,59.51321413246297,89.61544253201929,5,299.1815100021844,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509130
465,43.0,20005.22,1683.101666666667,8.0,3.0,6.0,4.0,22.0,20.0,18.33,13.0,1859.45,27.321489310601788,2,59.51321413246297,144.39617064631614,5,244.4007818878876,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719655
466,43.0,20005.22,4182.004291203503,8.0,3.0,6.0,4.0,22.0,20.0,12.329999999999998,13.0,1859.45,24.059992622683307,0,59.51321413246297,34.290948160653265,3,334.50600437355047,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316652
469,33.0,19795.52,1662.6266666666668,7.0,10.0,34.0,8.0,20.0,21.0,22.79,15.0,3135.02,33.64511754560509,2,130.47547071749042,122.2216696933367,5,193.5655262558396,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653321
470,33.0,19795.52,1662.6266666666668,7.0,10.0,34.0,8.0,15.0,21.0,22.79,15.0,3135.02,30.55775274662548,0,130.47547071749042,106.0401451472716,6,219.74705080190463,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,569590
472,34.0,60938.13,5163.1775,10.0,8.0,31.0,8.0,23.0,18.0,17.49,9.0,3947.24,34.57781446226862,2,378.304673376643,106.61205768032023,2,281.40101894303683,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,517645
474,34.0,60938.13,4182.004291203503,10.0,8.0,31.0,8.0,26.0,17.0,21.49,9.0,3947.24,33.81134338688729,0,378.304673376643,201.9086046710392,2,186.10447195231788,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481578
476,54.0,80396.86,6623.738333333334,5.0,7.0,9.0,0.0,8.0,11.0,10.47,1.0,1357.54,38.68914863107448,1,0.0,104.51261650121808,2,807.8612168321154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438895
478,55.0,80396.86,6623.738333333334,1156.0,7.0,9.0,0.0,8.0,12.0,10.47,1.0,1357.54,31.962915845567583,1,0.0,47.96336562901941,1,854.410467704314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,942442
479,55.0,80396.86,6623.738333333334,5.0,7.0,9.0,0.0,8.0,11.0,14.47,1.0,1357.54,38.11853339535478,1,0.0,408.5601912967702,5,533.8136420365632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,304526
480,43.0,57610.32,4517.86,8.0,10.0,25.0,9.0,41.0,20.0,21.31,7.0,4428.64,34.332162214632895,2,256.2341792269896,305.5313239715772,3,150.02049680143318,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,393146
481,43.0,57610.32,4517.86,8.0,10.0,25.0,9.0,41.0,23.0,28.31,7.0,4428.64,40.070927277547824,0,256.2341792269896,101.03822532209252,3,354.5135954509178,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,434361
483,43.0,57610.32,4517.86,8.0,10.0,25.0,-100.0,38.0,23.0,21.31,7.0,4428.64,23.69837787027572,2,256.2341792269896,118.77673442763322,2,326.7750863453772,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,548974
486,37.0,18717.02,1294.7516666666668,8.0,5.0,15.0,5.0,14.0,18.0,10.3,10.0,2103.99,29.864136905148,2,60.64699329311761,29.939366844700032,3,298.88880652884905,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,726678
489,18.0,19163.22,1346.9350000000004,3.0,7.0,7.0,2.0,23.0,19.0,8.76,9.0,2226.37,35.96674084751771,0,24.17564764974174,43.26437716732632,4,337.253475182932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,804662
491,18.0,19163.22,1346.9350000000004,3.0,7.0,7.0,2.0,23.0,19.0,8.76,9.0,2226.37,27.92827381019305,0,24.17564764974174,53.67667116125387,0,346.84118118900443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,456436
492,48.0,94554.87,7914.572499999998,2.0,6.0,2.0,0.0,8.0,1.0,9.24,3.0,1487.9,41.078957681655936,1,0.0,470.53090245083183,3,580.9263475491681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,661944
495,49.0,94554.87,7914.572499999998,2.0,6.0,2.0,0.0,9.0,0.0,9.24,6.0,1487.9,24.86341322393085,1,0.0,750.2069531366667,5,321.25029686333323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108215
496,27.0,63536.98,5382.748333333334,4.0,5.0,12.0,2.0,29.0,17.0,14.78,9.0,89.62,26.02166195665192,2,69.10085253082353,89.69025633675682,1,619.4837244657531,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378721
497,28.0,63536.98,4182.004291203503,4.0,5.0,12.0,2.0,29.0,16.0,14.78,9.0,89.62,36.14889044971611,2,69.10085253082353,665.9395505145889,6,93.234430287921,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573810
498,28.0,63536.98,5382.748333333334,4.0,5.0,12.0,2.0,32.0,16.0,14.78,9.0,89.62,27.936702558381217,2,69.10085253082353,112.47112168923464,1,596.7028591132752,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769196
499,-500.0,63536.98,5382.748333333334,4.0,5.0,12.0,2.0,29.0,16.0,14.78,9.0,89.62,41.39783541429952,2,8098.0,218.34718786745933,2,500.8267929350504,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804201
501,40.0,9983.345,758.9454166666666,7.0,11.0,15.0,5.0,27.0,16.0,10.26,12.0,1823.35,31.475586596695763,2,29.24151868964153,44.72215422177728,6,291.9308687552478,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395115
502,40.0,9983.345,758.9454166666666,7.0,11.0,15.0,5.0,22.0,16.0,10.26,12.0,1823.35,36.07825750942549,2,29.24151868964153,27.261180165475903,2,269.3918428115492,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287607
503,40.0,9983.345,758.9454166666666,7.0,11.0,15.0,-100.0,19.0,16.0,10.26,12.0,1823.35,24.88200160745722,2,29.24151868964153,18.683938382039493,3,287.96908459498565,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866984
504,15.0,27796.42,2300.3683333333333,6.0,5.0,16.0,2.0,18.0,14.0,11.85,10.0,1073.94,36.17666388955485,2,36.06763128414976,158.19484043149313,3,295.7743616176905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791891
506,15.0,27796.42,4182.004291203503,6.0,5.0,16.0,2.0,18.0,14.0,17.85,10.0,1073.94,24.252931351894933,2,36.06763128414976,157.10165954146174,6,326.86754250772185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631142
511,30.0,132872.72,11203.726666666667,3.0,3.0,10.0,2.0,19.0,7.0,10.28,4.0,89.68,31.57078263814812,1,144.83068233841504,940.658626950136,0,304.8833573781159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780084
512,42.0,140014.36,11662.863333333333,3.0,7.0,18.0,4.0,26.0,10.0,3.9,30.080200142959256,1151.7,36.51852222100374,1,348.6203964507333,102.22071214736154,1,955.4452247352384,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708168
513,42.0,140014.36,11662.863333333333,3.0,7.0,18.0,4.0,27.0,10.0,3.9,3.0,1151.7,34.84387789539227,1,348.6203964507333,419.6356232347504,2,648.0303136478493,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131191
514,42.0,140014.36,4182.004291203503,4.0,8.0,18.0,4.0,27.0,10.0,3.9,3.0,1151.7,37.74715407982085,1,348.6203964507333,741.3771196099368,6,366.288817272663,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474811
517,48.0,37071.2,4182.004291203503,1.0,6.0,6.0,4.0,14.0,5.0,11.56,4.0,869.99,26.505286309306623,1,74.69027138495908,240.2834460924232,5,265.6529491892844,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,490705
518,48.0,37071.2,3006.2666666666664,1.0,6.0,6.0,4.0,14.0,4.0,11.56,4.0,869.99,39.99881581174791,1,74.69027138495908,98.89156721151146,5,407.04482807019616,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,898063
521,20.0,41735.55,3357.9625,0.0,3.0,8.0,4.0,12.0,8.0,9.25,3.0,1480.92,37.083815425132975,0,109.61414671334232,318.1467219403198,5,188.03538134633789,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,409012
522,20.0,41735.55,4182.004291203503,0.0,3.0,8.0,4.0,12.0,6.0,12.25,3.0,1480.92,31.52584078463929,1,109.61414671334232,135.0002795067575,4,361.1818237799002,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610905
523,21.0,41735.55,3357.9625,0.0,3.0,8.0,4.0,14.0,6.0,11.25,205.0,1480.92,34.239345546365705,1,109.61414671334232,255.11037967904,5,251.07172360761768,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621836
524,38.0,40391.66,3357.971666666667,10.0,7.0,18.0,3.0,35.0,21.0,3.51,12.0,1950.62,37.92813470158226,2,60.370828399887685,104.6817559513854,3,430.7445823153936,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387404
525,38.0,40391.66,3357.971666666667,10.0,7.0,18.0,3.0,35.0,23.0,3.51,12.0,1950.62,28.72534805826157,2,60.370828399887685,41.73545391058706,2,483.690884356192,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454379
527,38.0,40391.66,3357.971666666667,10.0,7.0,18.0,3.0,33.0,23.0,3.51,13.0,1950.62,23.630472550185274,2,60.370828399887685,67.62792779692647,3,467.7984104698526,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,503392
528,19.0,7441.295,822.5517437389348,5.0,8.0,33.0,6.0,12.0,429.0,11.12,13.0,2569.3,36.466062893780325,2,75.97491614797292,36.48450486952725,6,315.4075435768985,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,859745
529,19.0,7441.295,822.5517437389348,5.0,8.0,33.0,6.0,17.0,18.0,11.12,13.0,2569.3,29.72697305061173,0,75.97491614797292,30.89911476184216,6,320.99293368458365,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,931183
531,19.0,7441.295,822.5517437389348,5.0,8.0,33.0,6.0,13.0,13.0,11.12,13.0,2569.3,31.56673924250753,2,75.97491614797292,61.03868811167267,6,290.85336033475306,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,780199
532,41.0,19065.32,1497.7766666666666,3.0,6.0,5.0,5.0,23.0,14.0,7.81,30.080200142959256,2008.06,25.89334263609029,2,76.21247400832009,94.20218078117136,6,269.36301187717515,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,651597
534,41.0,19065.32,1497.7766666666666,3.0,6.0,5.0,5.0,25.0,11.0,7.81,5.0,2008.06,25.61912250094436,2,76.21247400832009,28.47047558456697,2,295.09471707377963,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411537
535,41.0,19065.32,1497.7766666666666,3.0,6.0,5.0,5.0,23.0,14.0,7.81,5.0,2008.06,40.12886281523158,2,76.21247400832009,57.88926089099711,6,305.6759317673495,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795804
536,46.0,24585.55,2316.795833333333,3.0,4.0,14.0,2.0,13.0,14.0,11.35,1.0,195.38,26.888792887136383,2,30.447776935964107,299.9475980928114,6,191.2842083045578,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431634
